age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
30,management,married,,no,325,no,no,cellular,26,may,54,2,96,2,other,0
44,blue-collar,single,primary,no,-28,no,no,telephone,7,jul,563,1,-1,0,,0
26,technician,single,tertiary,no,-70,yes,no,cellular,15,may,633,1,-1,0,,1
40,services,married,tertiary,no,29,no,no,cellular,3,jul,317,4,317,3,failure,0
53,management,married,tertiary,no,1708,no,no,cellular,6,aug,107,1,98,6,success,1
34,entrepreneur,single,secondary,no,18,yes,yes,,21,may,394,2,-1,0,,0
30,management,single,tertiary,no,9659,no,no,cellular,21,nov,404,4,102,5,failure,0
34,blue-collar,single,secondary,no,399,yes,no,cellular,29,jan,84,1,262,1,failure,0
33,services,married,secondary,no,99,no,yes,,3,jul,681,1,-2,0,,1
58,admin.,married,secondary,no,6,yes,no,cellular,11,jul,120,2,0,0,,0
57,management,married,primary,no,2545,no,yes,telephone,17,jul,486,2,0,0,,0
37,blue-collar,married,primary,no,1728,yes,no,,2,jun,119,1,0,0,,0
51,admin.,single,tertiary,no,-8,yes,no,cellular,30,jan,158,1,-1,0,,0
59,retired,divorced,secondary,no,10,no,no,cellular,19,aug,337,1,1,0,,1
47,housemaid,divorced,primary,no,1394,no,no,,12,jun,126,1,-3,0,,0
47,services,married,primary,no,184,yes,no,,7,may,69,1,-1,0,,0
45,blue-collar,married,secondary,no,1931,yes,no,,30,may,81,1,0,0,,0
40,management,single,tertiary,no,1495,no,no,cellular,12,may,336,1,56,3,failure,0
63,retired,married,secondary,no,411,yes,no,cellular,7,oct,326,1,-1,0,,0
36,blue-collar,married,primary,no,2037,yes,yes,,19,may,402,2,0,0,,0
62,retired,married,secondary,no,1445,no,no,cellular,13,oct,897,1,56,2,success,1
32,admin.,single,secondary,no,-28,yes,no,,12,may,590,2,-1,0,,0
32,technician,married,,no,410,yes,no,cellular,20,apr,26,3,154,2,other,0
53,technician,married,secondary,no,5842,yes,no,cellular,3,feb,267,4,0,0,,0
31,blue-collar,married,secondary,no,1339,yes,no,cellular,7,may,693,1,1,0,,0
32,blue-collar,divorced,secondary,no,14,no,yes,,19,may,697,1,-1,0,,0
51,technician,divorced,secondary,no,1077,no,no,cellular,3,feb,135,1,-1,0,,0
25,technician,single,tertiary,no,439,no,yes,cellular,7,jul,124,1,0,0,,0
51,admin.,single,secondary,no,2160,yes,no,telephone,28,jul,128,8,1,0,,0
36,blue-collar,divorced,secondary,no,307,yes,yes,cellular,17,apr,265,2,-3,0,,0
58,blue-collar,married,secondary,no,274,yes,no,cellular,17,apr,116,2,344,2,failure,0
57,technician,divorced,secondary,no,446,no,no,cellular,5,aug,484,3,-3,0,,1
29,services,single,secondary,yes,-246,no,no,cellular,18,jul,112,1,-1,0,,0
25,admin.,single,secondary,no,93,no,yes,cellular,21,jul,392,1,-1,0,,0
58,services,divorced,secondary,no,-162,no,no,telephone,18,jul,10,3,0,0,,0
53,technician,single,secondary,no,935,no,no,cellular,25,aug,927,3,-2,0,,1
46,blue-collar,married,secondary,no,2330,no,no,cellular,17,nov,188,1,-2,0,,0
25,student,single,secondary,no,1755,no,no,cellular,17,apr,222,1,319,3,failure,0
35,blue-collar,married,secondary,no,335,yes,no,cellular,13,may,42,1,-1,0,,0
54,,married,primary,no,987,no,no,cellular,22,aug,653,12,-2,0,,0
45,entrepreneur,married,tertiary,no,48,yes,no,,20,jun,44,2,0,0,,0
63,retired,married,secondary,no,1638,no,no,cellular,19,aug,399,2,183,2,success,0
52,self-employed,married,secondary,no,-183,yes,no,cellular,20,aug,133,2,0,0,,0
30,technician,divorced,secondary,no,3045,yes,no,cellular,28,aug,65,5,2,0,,0
36,admin.,married,tertiary,no,1119,yes,no,cellular,29,mar,198,2,181,3,failure,0
53,technician,married,secondary,no,111,yes,yes,cellular,24,nov,104,1,-2,0,,0
39,technician,married,secondary,yes,-192,yes,no,,14,may,204,2,-2,0,,0
26,admin.,single,tertiary,no,293,no,yes,cellular,26,feb,212,2,-1,0,,1
34,blue-collar,married,primary,no,-504,yes,yes,cellular,8,jul,226,1,2,0,,0
43,management,married,primary,no,89,yes,no,cellular,18,jul,92,3,-1,0,,0
41,entrepreneur,married,primary,no,231,yes,no,,5,may,155,1,-1,0,,0
56,technician,married,secondary,no,-32,yes,no,cellular,20,apr,249,1,1,0,,0
45,housemaid,divorced,primary,no,525,no,no,,11,jun,114,1,1,0,,0
28,management,single,tertiary,no,270,no,no,cellular,8,feb,109,1,-1,0,,0
29,blue-collar,single,secondary,no,1164,yes,no,cellular,16,apr,262,1,317,2,failure,0
50,management,married,tertiary,no,11,no,no,cellular,21,aug,91,2,0,0,,0
44,entrepreneur,married,secondary,no,695,no,no,,18,jun,71,4,-2,0,,0
46,blue-collar,married,primary,no,5404,yes,no,cellular,20,nov,1000,2,0,0,,0
41,entrepreneur,married,tertiary,no,2286,yes,no,telephone,16,jul,229,5,0,0,,0
40,blue-collar,married,primary,no,3126,yes,no,cellular,13,apr,662,1,-1,0,,0
46,blue-collar,married,secondary,no,1027,yes,yes,,7,may,146,1,-4,0,,0
47,management,divorced,tertiary,no,459,yes,no,cellular,18,nov,117,1,167,1,other,0
32,admin.,single,,no,396,no,no,cellular,3,feb,170,2,1,0,,0
72,retired,married,primary,no,1572,no,no,cellular,7,aug,531,2,-1,0,,1
23,technician,single,,no,227,yes,no,cellular,7,may,555,3,367,1,other,0
54,services,married,secondary,yes,-8,yes,no,,6,may,143,3,-1,0,,0
43,entrepreneur,married,tertiary,no,1087,no,no,cellular,31,jul,80,23,-1,0,,0
59,retired,married,tertiary,no,41214,no,no,cellular,21,nov,162,1,0,0,,0
30,management,single,tertiary,no,120,yes,no,,3,jun,220,2,-3,0,,0
39,blue-collar,married,secondary,no,791,yes,no,cellular,11,may,1231,2,-1,0,,1
49,admin.,single,secondary,no,7400,no,no,telephone,20,nov,66,2,0,0,,0
26,admin.,single,secondary,no,660,yes,no,,28,may,97,1,0,0,,0
32,services,married,secondary,no,291,no,no,cellular,4,aug,146,1,-2,0,,0
48,blue-collar,married,secondary,no,5249,yes,no,,29,may,159,1,-3,0,,0
36,technician,married,,no,91,yes,yes,,4,jul,123,2,-2,0,,0
51,management,married,tertiary,no,3587,no,yes,telephone,8,jul,288,1,2,0,,0
58,blue-collar,single,secondary,no,27,yes,yes,cellular,12,may,982,1,-2,0,,1
31,management,married,tertiary,no,794,yes,no,cellular,3,feb,245,4,-1,0,,0
55,unemployed,single,primary,no,-27,yes,no,,30,may,65,2,1,0,,0
55,entrepreneur,married,secondary,no,5838,no,no,,17,jun,119,2,-1,0,,0
48,admin.,married,secondary,no,1409,no,no,cellular,19,nov,499,1,0,0,,0
46,blue-collar,married,secondary,no,1210,yes,no,,17,jun,282,1,-1,0,,0
47,technician,married,secondary,no,12,yes,no,cellular,30,apr,81,1,163,1,failure,0
39,housemaid,married,secondary,no,-166,yes,yes,cellular,20,aug,240,2,-1,0,,0
35,admin.,single,secondary,no,1080,no,no,cellular,5,feb,107,1,0,0,,0
45,management,married,tertiary,no,848,no,no,,13,may,61,1,-1,0,,0
46,management,divorced,tertiary,no,810,no,no,,5,jun,35,2,-1,0,,0
44,technician,married,secondary,no,8919,yes,no,,3,jun,97,18,-1,0,,0
40,services,single,secondary,no,-14,yes,no,cellular,17,apr,346,2,0,0,,0
29,services,single,secondary,no,1910,no,no,cellular,29,sep,265,1,0,0,,1
46,entrepreneur,married,primary,no,816,no,yes,telephone,21,nov,76,7,1,0,,0
51,blue-collar,divorced,secondary,no,739,yes,yes,cellular,5,may,20,1,-1,0,,0
28,management,single,tertiary,no,769,no,no,cellular,9,apr,124,6,0,0,,0
33,technician,married,secondary,no,1167,no,no,cellular,11,aug,90,3,-2,0,,0
46,technician,divorced,secondary,no,124,no,no,,25,jun,75,2,-2,0,,0
29,blue-collar,single,secondary,no,306,yes,no,cellular,9,apr,164,1,316,2,other,0
53,admin.,divorced,secondary,no,-121,no,no,,19,jun,390,1,-1,0,,0
31,blue-collar,married,secondary,no,1430,yes,no,,2,jun,525,1,0,0,,0
37,self-employed,married,secondary,no,716,yes,yes,cellular,21,aug,160,3,-2,0,,0
40,blue-collar,married,primary,no,-161,yes,yes,,17,jun,61,1,0,0,,0
19,student,single,primary,no,23,no,no,cellular,12,aug,245,1,1,0,,0
42,blue-collar,married,tertiary,no,2010,yes,no,cellular,20,apr,98,2,-1,0,,0
35,services,married,secondary,no,44,yes,yes,cellular,5,may,444,2,280,3,failure,0
29,management,married,tertiary,no,13179,yes,no,cellular,12,may,323,1,350,2,failure,0
32,management,single,tertiary,no,91,no,no,cellular,4,feb,86,2,-3,0,,0
31,blue-collar,single,secondary,no,23,no,no,cellular,16,apr,149,2,183,3,other,0
71,retired,divorced,secondary,no,4416,no,no,cellular,22,sep,369,1,-3,0,,1
36,self-employed,married,tertiary,no,55,yes,no,,6,may,143,1,0,0,,0
56,entrepreneur,married,secondary,no,508,yes,yes,,16,jun,344,4,0,0,,0
54,management,married,tertiary,no,60,yes,no,cellular,2,feb,158,3,73,1,other,0
48,blue-collar,married,primary,no,170,yes,yes,cellular,8,aug,39,8,0,0,,0
27,technician,single,secondary,no,767,yes,no,,9,may,316,2,0,0,,0
36,blue-collar,married,secondary,no,531,yes,no,,16,may,422,3,0,0,,0
58,housemaid,married,primary,no,423,yes,no,telephone,28,jul,123,6,-1,0,,0
52,housemaid,married,secondary,no,3919,yes,no,cellular,20,nov,25,8,190,3,success,0
61,admin.,married,tertiary,no,1351,no,no,cellular,12,mar,153,1,-2,0,,1
39,management,divorced,primary,no,505,yes,no,cellular,8,may,209,2,-3,0,,0
41,management,single,tertiary,no,4638,yes,no,,4,jun,389,11,1,0,,0
58,retired,married,secondary,no,5439,yes,no,,6,may,117,1,0,0,,0
46,blue-collar,married,secondary,no,992,yes,no,telephone,17,apr,48,2,-1,0,,0
39,self-employed,married,secondary,no,276,no,no,cellular,11,may,102,2,-2,0,,0
60,retired,married,secondary,no,2103,yes,no,,14,may,165,1,-2,0,,0
26,management,married,tertiary,no,779,no,no,,19,may,36,3,0,0,,0
48,services,single,primary,no,856,yes,no,,15,may,101,1,-1,0,,0
30,management,married,tertiary,no,18,no,no,cellular,21,aug,144,2,-2,0,,0
38,technician,married,tertiary,no,4374,no,no,cellular,4,feb,1383,4,0,0,,1
32,technician,single,secondary,no,53,yes,no,cellular,12,may,59,4,0,0,,0
33,technician,single,secondary,no,15,no,yes,cellular,25,aug,130,3,1,0,,0
31,blue-collar,married,,no,-78,yes,no,cellular,17,jul,228,2,-1,0,,0
39,technician,married,secondary,no,376,yes,no,cellular,11,may,760,1,348,2,failure,0
30,services,married,secondary,no,1289,yes,no,cellular,18,may,125,3,-1,0,,0
64,retired,married,tertiary,no,867,no,no,cellular,14,aug,108,3,-2,0,,0
34,admin.,married,secondary,no,123,yes,no,,23,may,84,1,-1,0,,0
30,admin.,married,secondary,no,131,yes,yes,cellular,21,nov,86,2,-1,0,,0
26,technician,single,secondary,no,83,no,no,cellular,8,jul,364,2,-2,0,,0
33,technician,married,secondary,no,259,no,no,cellular,28,aug,179,4,0,0,,0
56,blue-collar,married,primary,no,837,yes,no,telephone,15,may,464,4,-2,0,,1
32,management,married,tertiary,no,562,no,yes,cellular,22,jul,29,2,0,0,,0
39,admin.,married,secondary,no,620,yes,no,cellular,12,may,456,2,364,3,failure,1
31,technician,single,tertiary,no,3163,no,no,cellular,11,aug,140,2,-2,0,,0
35,admin.,single,tertiary,no,1393,yes,no,cellular,15,may,320,1,-2,0,,0
41,services,married,secondary,no,77,yes,yes,cellular,19,nov,298,2,-2,0,,0
46,management,married,tertiary,no,100,no,no,,13,may,124,1,-1,0,,0
25,entrepreneur,married,tertiary,no,32,yes,no,cellular,22,jul,276,5,-1,0,,0
32,admin.,married,secondary,no,248,yes,no,cellular,18,jul,57,4,-1,0,,0
60,management,married,primary,no,-81,yes,no,cellular,13,may,62,2,-1,0,,0
35,admin.,single,secondary,no,189,yes,no,cellular,18,may,218,4,300,1,failure,0
34,entrepreneur,married,tertiary,no,324,yes,no,,16,may,260,1,-1,0,,0
53,services,divorced,secondary,no,53,no,no,cellular,12,mar,80,2,-1,0,,1
21,student,single,secondary,no,507,no,no,cellular,6,aug,163,1,0,0,,0
40,technician,married,secondary,no,178,no,no,cellular,7,aug,266,2,0,0,,0
49,management,divorced,tertiary,no,-2084,yes,no,,30,may,172,3,-1,0,,0
55,blue-collar,married,primary,no,3494,no,no,cellular,18,aug,624,4,-3,0,,1
30,admin.,single,secondary,no,402,yes,no,,8,may,78,1,-2,0,,0
49,housemaid,married,secondary,no,236,no,no,cellular,22,aug,219,2,-1,0,,0
72,management,married,tertiary,no,7002,no,no,telephone,24,jul,116,3,-1,0,,0
34,technician,married,secondary,no,1047,no,yes,cellular,5,feb,141,1,251,2,failure,0
35,technician,married,secondary,no,29,no,no,telephone,28,jan,651,3,-1,0,,0
48,services,married,secondary,no,33,no,no,cellular,6,aug,233,4,0,0,,0
52,blue-collar,divorced,primary,no,0,yes,no,cellular,15,may,219,2,297,1,failure,0
33,technician,single,secondary,no,441,yes,no,,26,may,250,2,-3,0,,0
87,retired,divorced,primary,no,6741,no,no,telephone,21,oct,746,1,-1,0,,1
56,retired,married,tertiary,no,826,no,yes,cellular,18,nov,633,1,187,2,other,0
33,management,married,tertiary,no,181,no,no,cellular,30,apr,170,2,82,2,success,0
36,blue-collar,married,primary,no,-10,yes,no,cellular,28,jan,163,1,0,0,,0
30,entrepreneur,married,tertiary,no,3061,yes,no,cellular,15,may,10,5,174,7,other,0
40,management,married,tertiary,no,410,yes,no,cellular,30,jul,132,24,0,0,,0
38,blue-collar,married,secondary,no,-383,yes,yes,cellular,12,may,356,1,-2,0,,0
48,services,divorced,primary,no,-122,no,yes,,19,jun,163,2,-2,0,,0
36,admin.,divorced,secondary,no,365,yes,no,cellular,7,apr,245,3,314,1,failure,0
41,management,single,tertiary,no,3333,yes,yes,cellular,13,may,205,2,1,0,,0
29,blue-collar,single,secondary,no,332,yes,no,cellular,4,feb,198,1,0,0,,0
35,blue-collar,married,primary,no,30,yes,no,cellular,30,jul,364,2,-1,0,,0
33,blue-collar,married,secondary,no,710,yes,no,cellular,14,may,70,2,369,1,failure,0
44,technician,divorced,secondary,no,1229,yes,no,,26,may,788,11,-1,0,,1
44,blue-collar,married,primary,no,-196,yes,no,,7,may,437,2,0,0,,0
34,technician,married,secondary,no,-24,no,no,cellular,21,aug,270,3,0,0,,0
37,admin.,married,secondary,no,-601,yes,yes,cellular,15,may,283,15,0,0,,0
28,blue-collar,single,secondary,no,1257,yes,no,,4,jun,204,2,-1,0,,0
55,management,married,tertiary,no,5737,yes,no,cellular,12,may,443,1,-2,0,,0
41,blue-collar,married,secondary,no,354,yes,yes,cellular,10,jul,120,1,-3,0,,0
32,management,single,tertiary,no,1067,yes,no,cellular,16,jul,922,1,-1,0,,0
24,student,single,secondary,no,23919,no,no,cellular,18,feb,188,1,-2,0,,1
53,technician,married,secondary,no,1243,no,no,cellular,6,aug,69,2,-2,0,,0
43,management,single,tertiary,no,3859,yes,no,cellular,9,jul,223,2,-2,0,,0
32,management,single,secondary,no,233,yes,no,,2,jun,258,1,-1,0,,0
48,management,married,tertiary,no,1229,no,no,cellular,3,sep,117,2,759,1,other,0
41,entrepreneur,single,secondary,no,679,no,no,cellular,24,jul,1203,1,0,0,,1
31,entrepreneur,single,tertiary,no,202,yes,yes,,2,jun,273,1,0,0,,0
43,housemaid,married,secondary,no,1483,no,no,,12,jun,215,2,-2,0,,0
47,blue-collar,married,primary,no,-6,yes,no,,5,may,14,1,-1,0,,0
41,management,married,tertiary,no,4867,no,yes,cellular,18,jul,164,7,1,0,,0
40,entrepreneur,single,tertiary,no,236,yes,yes,,26,oct,13,1,-1,0,,0
31,technician,single,secondary,no,-9,no,no,cellular,22,aug,105,2,-1,0,,0
35,blue-collar,single,secondary,no,272,no,no,cellular,2,feb,60,1,-2,0,,0
58,management,married,tertiary,no,-6,no,no,cellular,28,aug,68,19,1,0,,0
32,blue-collar,single,secondary,no,2728,no,no,cellular,28,jan,431,1,-1,0,,0
37,management,married,tertiary,no,588,yes,yes,,21,may,148,1,0,0,,0
30,blue-collar,married,secondary,no,226,yes,no,,23,may,159,2,0,0,,0
41,management,divorced,tertiary,no,3410,no,no,cellular,4,jun,104,2,298,3,failure,1
31,technician,married,secondary,no,111,yes,no,,21,may,138,2,-2,0,,0
33,blue-collar,married,secondary,no,-54,yes,no,,26,may,239,2,0,0,,0
40,housemaid,married,secondary,no,148,no,no,cellular,11,aug,1100,4,-3,0,,0
38,blue-collar,divorced,secondary,no,163,yes,no,cellular,11,may,240,1,-2,0,,0
49,management,married,secondary,no,390,yes,no,,29,may,81,6,-2,0,,0
32,technician,single,tertiary,no,467,no,no,cellular,8,aug,226,2,0,0,,0
50,admin.,single,secondary,no,686,yes,no,,30,may,132,8,-1,0,,0
51,blue-collar,married,primary,no,-156,yes,yes,,30,jun,62,3,-1,0,,0
30,management,single,tertiary,no,12863,yes,no,cellular,6,nov,150,1,-1,0,,1
38,services,married,tertiary,no,-1,yes,no,cellular,17,apr,237,1,146,4,failure,0
26,management,single,tertiary,no,1276,yes,no,,21,may,95,8,-2,0,,0
40,housemaid,married,secondary,no,149,no,no,cellular,13,aug,154,7,0,0,,0
49,unemployed,married,tertiary,no,370,no,no,cellular,22,may,157,1,59,2,failure,0
40,unemployed,single,tertiary,no,75,yes,yes,cellular,2,feb,72,1,252,1,failure,0
33,management,married,tertiary,no,520,no,yes,cellular,26,aug,113,4,-1,0,,0
54,management,divorced,tertiary,no,407,yes,yes,cellular,4,feb,93,2,232,2,other,0
32,blue-collar,married,secondary,no,498,yes,no,cellular,18,nov,132,3,194,2,failure,0
31,blue-collar,single,secondary,no,1257,yes,no,cellular,16,apr,460,1,328,2,other,0
47,blue-collar,married,primary,no,19,yes,no,,15,may,31,1,1,0,,0
29,entrepreneur,married,tertiary,no,-58,yes,no,cellular,24,jul,37,1,-2,0,,0
60,retired,married,secondary,no,4,no,no,cellular,3,feb,146,1,-1,0,,0
41,services,married,primary,no,4919,yes,no,cellular,19,nov,222,2,-2,0,,0
35,blue-collar,married,secondary,no,26,yes,no,cellular,17,apr,203,1,-1,0,,0
44,services,divorced,secondary,no,113,yes,no,cellular,14,may,261,1,371,1,failure,0
35,technician,married,tertiary,no,-48,yes,yes,cellular,23,sep,112,1,60,6,other,0
39,blue-collar,married,primary,no,318,no,no,,12,jun,397,1,-1,0,,0
52,management,married,tertiary,no,1343,yes,no,cellular,4,may,315,2,0,0,,0
34,admin.,married,secondary,no,1524,yes,no,cellular,17,apr,111,1,332,2,failure,0
58,blue-collar,married,secondary,no,555,no,yes,cellular,19,nov,136,1,167,1,failure,0
44,entrepreneur,married,secondary,no,42,no,no,,28,may,167,3,-2,0,,0
57,retired,married,secondary,no,238,no,yes,,20,jun,40,3,-3,0,,0
43,services,single,secondary,no,578,yes,no,cellular,11,may,296,1,371,1,failure,0
33,technician,married,secondary,no,16,no,no,cellular,29,aug,458,2,-3,0,,0
42,blue-collar,married,primary,no,690,yes,no,cellular,11,may,91,1,-1,0,,0
36,management,married,tertiary,no,20,yes,no,cellular,22,jul,97,1,0,0,,0
32,management,single,tertiary,no,1196,yes,yes,,11,jun,451,2,0,0,,0
37,technician,married,secondary,no,-783,yes,yes,,26,may,298,1,0,0,,0
36,admin.,divorced,secondary,no,1118,yes,no,telephone,13,may,78,5,175,4,other,0
35,blue-collar,married,secondary,no,1177,yes,no,,26,may,305,3,-1,0,,0
53,services,divorced,primary,no,3107,no,no,,5,jun,149,1,0,0,,0
73,retired,married,tertiary,no,413,no,no,cellular,24,mar,138,1,0,0,,1
26,services,married,secondary,no,1,no,no,cellular,18,jul,405,2,-2,0,,0
36,blue-collar,married,,no,89,yes,no,,19,may,203,14,-1,0,,0
30,entrepreneur,married,primary,no,495,yes,no,cellular,17,apr,382,2,-1,0,,0
26,management,single,tertiary,no,6876,yes,no,,28,may,1567,2,-1,0,,1
35,management,married,tertiary,no,3918,yes,no,cellular,19,nov,266,2,-2,0,,0
40,admin.,married,secondary,no,23,yes,yes,cellular,9,jul,149,1,0,0,,0
32,technician,single,tertiary,no,1279,yes,no,cellular,4,feb,194,2,-1,0,,1
36,blue-collar,single,secondary,no,200,yes,no,cellular,11,may,328,1,-2,0,,0
41,technician,married,secondary,no,462,yes,no,,9,may,315,1,0,0,,0
