age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
45,management,married,tertiary,no,1972,yes,no,cellular,18,nov,362,5,-1,0,,0
43,blue-collar,married,secondary,no,4116,yes,no,cellular,11,may,424,4,356,2,failure,0
55,services,married,secondary,no,2100,yes,yes,,13,may,321,4,-1,0,,0
60,housemaid,single,secondary,no,2549,no,no,telephone,28,jan,238,4,-1,0,,0
42,blue-collar,married,secondary,no,3234,yes,no,,30,may,538,10,-1,0,,0
42,management,divorced,tertiary,no,1762,no,no,cellular,17,jul,496,4,-1,0,,0
36,blue-collar,single,primary,no,3288,no,yes,cellular,28,jul,272,6,-1,0,,0
68,retired,married,secondary,no,14939,no,yes,cellular,6,aug,356,5,-1,0,,0
52,blue-collar,married,secondary,no,1750,yes,no,cellular,21,nov,503,9,-1,0,,0
41,admin.,single,tertiary,no,1532,yes,no,,2,jun,402,18,-1,0,,0
42,management,single,tertiary,no,2685,no,no,cellular,10,aug,336,5,375,5,failure,1
67,services,divorced,secondary,no,2774,yes,no,,26,may,535,9,-1,0,,0
41,management,married,secondary,no,1805,no,no,cellular,7,aug,299,6,-1,0,,0
53,housemaid,married,primary,no,1775,no,no,cellular,12,aug,296,5,-1,0,,0
60,blue-collar,married,,no,2355,yes,no,,15,may,375,4,-1,0,,0
56,,married,,no,1750,no,no,cellular,4,aug,518,4,-1,0,,0
41,management,single,tertiary,no,1970,yes,no,cellular,4,nov,432,5,184,2,failure,0
55,technician,married,,no,2223,yes,no,,27,may,322,4,-1,0,,0
43,management,single,tertiary,no,2468,yes,no,cellular,6,apr,297,4,98,2,success,1
42,technician,married,secondary,no,6872,no,no,cellular,13,aug,206,4,-1,0,,0
45,management,single,tertiary,no,1816,no,no,cellular,31,jul,388,6,-1,0,,0
34,admin.,single,tertiary,no,1856,no,yes,cellular,15,jun,252,4,-1,0,,0
56,entrepreneur,married,tertiary,no,1943,yes,no,cellular,7,may,376,11,-1,0,,0
59,management,single,tertiary,no,1750,no,no,cellular,22,aug,380,7,-1,0,,0
35,student,married,tertiary,no,6673,yes,yes,cellular,19,feb,441,5,219,12,other,0
45,self-employed,married,tertiary,no,3583,no,no,,19,jun,313,4,-1,0,,0
45,blue-collar,married,secondary,no,2663,yes,no,cellular,17,apr,913,5,-1,0,,0
48,technician,married,secondary,no,3083,yes,no,telephone,11,may,196,8,346,6,other,0
45,technician,single,secondary,no,6809,no,yes,cellular,7,aug,290,5,-1,0,,0
44,management,single,tertiary,no,1822,yes,no,,26,may,293,5,-1,0,,0
40,admin.,married,secondary,no,1750,no,no,cellular,15,oct,261,4,140,3,failure,0
50,blue-collar,married,primary,no,2418,yes,no,,6,may,458,5,-1,0,,0
50,self-employed,single,tertiary,no,3366,no,no,telephone,28,jul,1184,10,-1,0,,1
46,blue-collar,married,secondary,no,1577,yes,no,cellular,18,may,372,6,-1,0,,0
41,unemployed,single,secondary,no,2250,yes,no,cellular,18,may,359,5,350,2,failure,0
69,management,divorced,tertiary,no,1801,no,no,cellular,28,aug,304,5,-1,0,,0
44,technician,single,secondary,no,2977,no,no,telephone,17,aug,297,4,109,1,other,0
61,blue-collar,divorced,primary,no,1807,yes,yes,cellular,7,may,530,4,-1,0,,0
44,management,single,tertiary,no,2068,yes,no,,5,may,288,5,-1,0,,0
42,technician,single,secondary,no,3745,yes,no,cellular,20,apr,296,4,-1,0,,1
33,admin.,single,secondary,no,2031,yes,no,,13,may,299,4,-1,0,,0
36,blue-collar,single,secondary,no,1666,yes,yes,cellular,29,jul,238,8,-1,0,,0
43,management,single,tertiary,no,3173,yes,no,cellular,16,apr,808,6,248,2,other,0
43,management,single,tertiary,no,2119,no,no,cellular,25,aug,318,13,-1,0,,0
47,management,married,tertiary,no,2239,yes,no,cellular,3,apr,421,5,133,6,failure,0
49,services,single,secondary,no,2221,no,no,,15,oct,180,4,-1,0,,0
71,housemaid,married,primary,no,1961,no,no,cellular,31,aug,618,5,186,3,failure,1
54,blue-collar,married,primary,no,1750,yes,no,cellular,30,jul,258,5,-1,0,,0
61,admin.,married,secondary,no,5928,yes,no,,30,may,731,4,-1,0,,0
46,unemployed,married,tertiary,no,41135,no,no,cellular,1,oct,295,4,-1,0,,0
63,services,married,,no,3759,no,no,cellular,16,jun,425,4,-1,0,,0
46,technician,divorced,tertiary,no,1869,no,no,cellular,23,jul,302,11,-1,0,,0
62,blue-collar,married,secondary,no,3190,yes,no,cellular,20,apr,445,5,325,1,failure,0
42,technician,married,secondary,yes,1754,yes,yes,cellular,25,aug,307,11,-1,0,,0
56,admin.,single,secondary,no,1769,yes,yes,cellular,18,jul,503,4,-1,0,,0
39,blue-collar,single,secondary,no,2141,yes,no,cellular,18,may,341,4,-1,0,,0
36,management,single,tertiary,no,3188,no,no,cellular,27,apr,496,4,449,1,other,1
57,blue-collar,married,secondary,no,2230,no,no,,20,jun,184,9,-1,0,,0
62,self-employed,married,secondary,no,3248,yes,no,cellular,30,jul,1253,14,-1,0,,0
66,management,married,tertiary,no,7032,no,no,cellular,17,nov,288,4,-1,0,,0
54,blue-collar,married,primary,no,2897,yes,no,cellular,12,may,198,4,-1,0,,0
56,technician,married,secondary,no,2113,yes,no,cellular,6,aug,384,6,-1,0,,0
52,management,married,tertiary,no,2731,yes,no,cellular,17,nov,451,4,-1,0,,0
49,blue-collar,married,secondary,no,2497,yes,yes,cellular,19,nov,384,5,180,1,other,0
33,services,married,secondary,no,1731,yes,no,,20,jun,188,13,-1,0,,0
35,unemployed,single,secondary,no,1784,no,yes,,4,jul,491,4,-1,0,,0
45,management,divorced,secondary,no,1874,yes,no,cellular,16,apr,223,7,146,5,failure,0
46,management,divorced,tertiary,no,2358,no,no,cellular,26,aug,300,5,-1,0,,0
44,admin.,divorced,secondary,no,1750,no,no,cellular,10,jul,443,4,-1,0,,0
44,technician,married,secondary,no,1750,yes,no,cellular,3,feb,321,4,91,2,other,0
52,blue-collar,married,secondary,no,3218,yes,no,,28,may,311,4,-1,0,,0
39,blue-collar,married,primary,no,1750,yes,no,,13,may,228,4,-1,0,,0
62,unemployed,married,secondary,no,1782,yes,no,,29,may,319,8,-1,0,,0
46,admin.,divorced,secondary,no,2256,yes,no,,5,may,752,4,-1,0,,0
39,technician,married,tertiary,no,2284,no,no,cellular,30,apr,627,5,-1,0,,0
59,blue-collar,married,primary,no,1403,yes,yes,,4,jun,388,6,-1,0,,0
49,technician,married,secondary,no,1787,yes,yes,cellular,11,jul,642,4,-1,0,,0
79,retired,divorced,primary,no,2232,no,no,cellular,2,jul,435,5,-1,0,,1
59,services,married,secondary,no,2573,no,no,cellular,8,aug,955,7,-1,0,,1
83,management,married,tertiary,no,3359,no,no,cellular,14,jul,344,5,-1,0,,1
57,housemaid,married,secondary,no,6147,yes,no,cellular,25,jul,285,4,-1,0,,0
38,blue-collar,single,secondary,no,1755,yes,no,cellular,14,may,353,5,360,3,failure,0
49,technician,single,secondary,no,3713,yes,no,,6,jun,275,7,-1,0,,0
68,technician,married,,no,1799,yes,no,,15,may,250,5,-1,0,,0
44,management,married,tertiary,no,1734,no,no,cellular,8,aug,283,5,-1,0,,0
63,entrepreneur,married,primary,no,1493,yes,yes,,18,jun,424,8,-1,0,,0
43,management,single,tertiary,no,3173,yes,no,cellular,16,apr,808,6,248,2,other,0
56,technician,married,,no,2307,yes,no,cellular,28,jan,323,4,197,4,failure,0
61,retired,divorced,primary,no,1793,no,no,cellular,24,jul,387,5,-1,0,,0
46,management,single,tertiary,no,3150,yes,no,cellular,11,may,783,6,-1,0,,1
70,self-employed,single,secondary,no,1777,no,no,cellular,22,aug,215,5,-1,0,,0
47,blue-collar,single,secondary,no,1865,yes,no,,12,may,249,4,-1,0,,0
48,technician,single,tertiary,no,3369,no,no,,9,jun,499,4,-1,0,,0
33,blue-collar,single,secondary,no,2086,yes,no,cellular,5,may,675,4,-1,0,,0
44,unemployed,married,secondary,no,2188,yes,yes,cellular,9,apr,447,4,323,1,failure,0
51,entrepreneur,married,secondary,no,2297,no,no,cellular,29,jul,540,5,-1,0,,0
40,management,married,tertiary,no,2169,yes,no,cellular,4,jun,369,4,-1,0,,1
46,blue-collar,married,primary,no,1993,yes,yes,,30,may,293,5,-1,0,,0
40,blue-collar,married,secondary,no,1750,yes,no,cellular,12,may,614,4,-1,0,,0
42,entrepreneur,single,tertiary,no,61399,no,no,cellular,1,sep,244,5,-1,0,,0
55,,married,secondary,no,13035,no,no,,20,jun,188,8,-1,0,,0
54,services,divorced,secondary,no,1956,yes,no,cellular,14,may,253,4,365,1,failure,0
63,blue-collar,single,secondary,no,1855,yes,no,,26,may,414,6,-1,0,,0
67,technician,divorced,secondary,no,2035,no,no,cellular,4,feb,523,5,-1,0,,0
51,blue-collar,married,secondary,yes,1000,yes,yes,cellular,21,jul,426,6,-1,0,,0
44,management,married,tertiary,no,4344,yes,no,cellular,21,nov,336,6,-1,0,,0
34,blue-collar,married,primary,no,2206,no,no,cellular,14,may,512,5,-1,0,,0
46,services,married,secondary,no,2085,yes,no,,9,may,514,5,-1,0,,0
45,blue-collar,single,secondary,no,2657,yes,yes,,8,may,417,4,-1,0,,0
65,technician,divorced,tertiary,no,4598,yes,yes,cellular,11,jul,296,5,-1,0,,0
49,technician,married,secondary,no,4782,no,no,,29,may,435,4,-1,0,,0
40,management,single,tertiary,no,1912,yes,no,,20,may,361,7,-1,0,,0
59,blue-collar,married,primary,no,5402,yes,yes,cellular,11,may,743,4,285,2,other,0
40,management,single,tertiary,no,5717,yes,no,,23,may,709,4,-1,0,,0
38,technician,single,tertiary,no,1156,yes,yes,cellular,15,may,471,5,353,2,other,0
63,management,married,tertiary,no,5661,yes,yes,,30,may,238,5,-1,0,,0
90,retired,married,secondary,no,4104,no,no,telephone,4,feb,914,4,181,2,failure,1
37,blue-collar,single,secondary,no,4114,yes,no,,28,may,396,4,-1,0,,0
42,technician,single,tertiary,no,9797,yes,no,cellular,28,aug,191,16,-1,0,,0
46,technician,single,secondary,no,2015,yes,yes,cellular,2,feb,263,4,273,1,failure,0
50,management,married,tertiary,no,6760,no,no,cellular,17,nov,224,4,-1,0,,0
64,self-employed,married,primary,no,2027,yes,no,,2,jun,535,6,-1,0,,0
64,retired,married,secondary,no,3121,no,no,telephone,25,jul,1667,5,-1,0,,1
54,technician,single,secondary,no,2201,no,no,cellular,11,feb,378,4,183,2,success,0
41,unemployed,married,tertiary,no,2341,no,no,cellular,21,nov,336,5,-1,0,,0
42,management,single,tertiary,no,4800,yes,no,cellular,21,nov,233,4,182,1,failure,0
52,blue-collar,married,secondary,no,1753,yes,no,telephone,20,nov,222,4,190,1,failure,0
37,management,single,tertiary,no,3590,no,no,cellular,1,jun,395,4,28,8,other,1
36,entrepreneur,married,tertiary,no,1787,yes,yes,cellular,6,may,382,4,363,2,failure,0
51,technician,married,secondary,no,1750,no,no,,20,jun,442,5,-1,0,,0
70,management,married,tertiary,no,1750,yes,no,cellular,8,jul,234,4,-1,0,,0
53,technician,married,secondary,no,2379,no,no,cellular,5,aug,371,4,-1,0,,0
60,blue-collar,married,secondary,no,3303,yes,no,cellular,31,jul,228,5,-1,0,,0
34,technician,single,secondary,no,1885,yes,yes,cellular,18,may,425,4,-1,0,,0
49,blue-collar,married,primary,no,2014,yes,yes,cellular,28,jan,207,4,-1,0,,0
36,admin.,single,tertiary,no,2063,no,yes,cellular,26,feb,385,5,-1,0,,1
46,unemployed,single,primary,no,4312,no,no,,20,jun,664,5,-1,0,,0
44,services,married,secondary,no,1820,yes,yes,,23,may,313,7,-1,0,,0
54,services,married,secondary,no,31062,no,no,,13,may,401,4,-1,0,,0
49,technician,divorced,secondary,no,2204,no,no,cellular,11,aug,248,5,-1,0,,0
44,blue-collar,married,secondary,no,1689,yes,no,,27,may,303,4,-1,0,,0
52,services,married,secondary,no,1878,no,no,cellular,11,jul,323,5,-1,0,,0
38,blue-collar,married,secondary,no,1978,yes,no,,3,jun,503,12,-1,0,,0
55,self-employed,married,secondary,no,2863,yes,no,,16,may,242,5,-1,0,,0
60,housemaid,married,secondary,no,3234,no,no,,9,jun,388,4,-1,0,,0
54,management,married,tertiary,no,8927,no,no,,19,jun,264,5,-1,0,,0
39,blue-collar,married,secondary,no,1927,yes,no,,12,may,321,6,-1,0,,0
55,blue-collar,married,primary,no,3695,yes,no,cellular,15,may,238,7,-1,0,,0
30,student,single,,no,10610,no,no,cellular,7,apr,273,5,-1,0,,0
55,blue-collar,married,primary,no,2322,no,no,telephone,5,feb,188,9,-1,0,,0
51,blue-collar,married,primary,no,3006,no,no,cellular,31,jul,249,5,-1,0,,0
42,blue-collar,married,secondary,no,1981,yes,no,,15,may,226,13,-1,0,,0
53,unemployed,married,secondary,no,3693,yes,no,cellular,3,apr,448,5,136,2,failure,0
50,technician,married,secondary,no,6048,no,no,cellular,2,jun,396,4,-1,0,,0
44,technician,married,tertiary,no,9779,yes,no,cellular,14,aug,768,7,-1,0,,1
52,technician,married,tertiary,no,2507,no,no,cellular,30,apr,529,4,79,1,success,1
51,unemployed,married,secondary,no,1750,yes,yes,cellular,5,may,575,4,-1,0,,1
39,management,single,tertiary,no,9095,no,no,cellular,30,apr,397,4,-1,0,,0
35,admin.,single,tertiary,no,2157,yes,no,,3,jun,754,4,-1,0,,0
48,services,married,secondary,no,2043,no,no,,20,jun,245,5,-1,0,,0
37,services,married,secondary,no,1952,yes,no,telephone,8,jul,387,5,-1,0,,0
47,technician,married,secondary,no,2240,yes,no,,30,may,401,4,-1,0,,0
44,technician,single,secondary,no,2153,no,no,cellular,5,feb,494,5,-1,0,,0
56,services,married,secondary,no,6530,yes,no,,2,jun,280,6,-1,0,,0
37,management,single,secondary,no,2674,yes,no,cellular,3,feb,259,4,-1,0,,0
47,technician,married,secondary,no,2380,no,no,cellular,8,aug,416,9,-1,0,,0
59,management,married,tertiary,no,1750,no,no,cellular,9,jul,262,4,-1,0,,0
40,self-employed,single,primary,no,1913,no,no,cellular,9,feb,399,6,-1,0,,0
48,housemaid,married,primary,no,1946,no,no,cellular,30,apr,749,4,-1,0,,1
47,management,single,tertiary,no,3129,yes,no,,23,may,494,6,-1,0,,0
54,admin.,married,primary,no,1998,yes,no,,14,may,409,4,-1,0,,0
44,management,married,secondary,no,1806,yes,no,cellular,20,nov,486,6,183,1,failure,0
44,technician,single,tertiary,no,2199,no,no,cellular,8,aug,940,6,-1,0,,0
45,technician,single,tertiary,no,2742,yes,no,telephone,12,feb,1591,4,170,4,failure,0
57,management,married,tertiary,no,1810,no,no,,2,jun,457,10,-1,0,,0
59,blue-collar,married,secondary,no,1774,no,yes,cellular,27,aug,343,6,-1,0,,0
69,management,married,tertiary,no,1750,no,no,cellular,27,aug,262,7,-1,0,,0
48,blue-collar,married,secondary,no,1914,yes,no,,7,may,484,5,-1,0,,0
54,technician,divorced,secondary,no,1750,no,no,cellular,28,jul,439,8,-1,0,,0
52,housemaid,married,secondary,no,2064,yes,yes,cellular,17,apr,902,5,-1,0,,0
55,management,divorced,secondary,no,3700,no,no,cellular,4,aug,673,4,-1,0,,0
42,services,married,secondary,no,2832,yes,no,cellular,19,nov,945,4,-1,0,,0
64,management,married,tertiary,no,3103,yes,no,,27,may,294,5,-1,0,,0
57,blue-collar,divorced,primary,no,2306,yes,no,,14,may,402,7,-1,0,,0
52,blue-collar,married,secondary,no,1494,yes,no,cellular,17,apr,751,4,318,2,failure,0
56,management,married,tertiary,no,4601,yes,yes,cellular,15,may,252,7,-1,0,,0
50,blue-collar,married,primary,no,2028,yes,no,,23,may,1190,6,-1,0,,1
45,management,married,tertiary,no,2368,yes,no,cellular,18,nov,291,4,-1,0,,0
52,technician,married,secondary,no,1592,yes,no,,29,may,299,6,-1,0,,0
54,blue-collar,married,secondary,no,1696,yes,yes,,26,may,612,4,-1,0,,0
55,admin.,married,secondary,no,2106,no,no,cellular,25,aug,217,9,-1,0,,0
47,admin.,single,secondary,no,1768,no,no,,12,may,749,9,-1,0,,0
61,blue-collar,married,secondary,no,2871,no,no,cellular,4,aug,999,5,-1,0,,0
48,blue-collar,married,primary,no,1213,yes,no,,2,jun,346,4,-1,0,,0
41,admin.,single,secondary,no,1769,yes,no,cellular,18,nov,2153,4,-1,0,,1
41,technician,married,secondary,no,2047,no,no,cellular,19,aug,726,7,-1,0,,0
50,management,married,tertiary,no,2074,no,no,cellular,20,aug,383,5,-1,0,,0
63,blue-collar,married,primary,no,1975,no,no,cellular,18,jul,346,10,-1,0,,0
46,management,single,tertiary,no,2359,no,no,cellular,18,aug,208,5,-1,0,,0
55,admin.,divorced,secondary,no,2147,yes,yes,cellular,22,may,757,4,95,2,success,1
40,blue-collar,married,secondary,no,2113,yes,no,,28,may,307,4,-1,0,,0
39,services,single,secondary,no,2197,yes,yes,,4,jun,281,4,-1,0,,0
61,services,divorced,secondary,no,1992,no,yes,cellular,14,jul,1511,7,-1,0,,1
39,admin.,divorced,secondary,no,2254,yes,no,cellular,7,may,378,4,-1,0,,0
43,management,married,tertiary,no,1750,no,yes,cellular,21,aug,323,6,-1,0,,0
45,services,married,secondary,no,2206,yes,yes,,2,jun,275,7,-1,0,,0
46,management,single,tertiary,no,6538,yes,no,cellular,16,apr,416,5,317,1,failure,0
56,blue-collar,divorced,primary,no,2024,yes,no,,13,may,195,4,-1,0,,0
48,technician,married,tertiary,no,1878,no,no,cellular,13,aug,358,8,-1,0,,0
42,technician,single,tertiary,no,2142,yes,no,cellular,21,nov,323,5,-1,0,,0
57,technician,divorced,secondary,no,1986,no,no,cellular,18,aug,438,7,-1,0,,0
59,entrepreneur,divorced,,yes,1049,yes,no,cellular,30,jul,1163,5,-1,0,,1
38,blue-collar,married,secondary,no,3437,yes,no,cellular,20,apr,296,5,-1,0,,0
47,blue-collar,married,secondary,no,1855,yes,no,,8,may,244,5,-1,0,,0
31,student,single,,no,2512,no,no,cellular,24,jun,463,4,-1,0,,0
35,admin.,single,tertiary,no,2935,no,no,cellular,7,oct,465,4,114,1,failure,1
56,services,divorced,secondary,no,2031,yes,yes,cellular,6,may,442,4,-1,0,,0
41,technician,single,secondary,no,1859,yes,no,,21,may,594,4,-1,0,,0
59,admin.,divorced,secondary,no,2016,yes,no,,29,may,337,5,-1,0,,0
45,services,divorced,tertiary,no,2627,yes,no,cellular,15,apr,236,6,-1,0,,0
46,blue-collar,married,secondary,no,1806,no,no,,24,jun,656,9,-1,0,,0
34,blue-collar,married,secondary,no,1954,yes,yes,cellular,17,apr,404,6,-1,0,,0
40,blue-collar,married,secondary,no,1481,yes,no,,27,may,468,5,-1,0,,0
42,technician,married,secondary,no,1750,yes,yes,cellular,10,jul,603,4,-1,0,,0
43,admin.,single,secondary,no,2971,yes,no,,23,may,420,4,-1,0,,0
68,self-employed,married,tertiary,no,7560,no,no,cellular,12,mar,314,4,-1,0,,1
59,management,divorced,tertiary,no,1760,no,no,cellular,8,aug,344,5,-1,0,,0
82,retired,married,secondary,no,2426,no,no,cellular,25,aug,363,6,-1,0,,0
66,blue-collar,married,primary,no,2313,no,no,telephone,16,jul,226,4,-1,0,,0
50,admin.,divorced,secondary,no,1840,yes,no,,9,jun,686,8,-1,0,,0
50,services,married,secondary,no,1772,yes,yes,telephone,9,jul,320,5,-1,0,,0
46,management,single,tertiary,no,1938,no,no,cellular,29,jan,230,5,-1,0,,0
43,blue-collar,divorced,,yes,1476,yes,yes,cellular,17,apr,890,5,329,2,failure,1
44,admin.,single,tertiary,no,1768,yes,yes,cellular,27,oct,289,4,180,1,success,0
48,housemaid,married,secondary,no,1860,no,no,cellular,25,may,342,4,-1,0,,0
63,admin.,divorced,secondary,no,2122,no,yes,cellular,2,feb,301,5,-1,0,,0
57,blue-collar,divorced,secondary,no,1919,yes,no,cellular,8,may,316,5,-1,0,,0
47,blue-collar,single,tertiary,no,2972,no,no,,27,may,387,5,-1,0,,0
47,technician,divorced,secondary,no,7483,yes,no,cellular,7,aug,280,7,-1,0,,0
54,management,married,,no,2165,yes,no,telephone,14,may,182,10,-1,0,,0
48,admin.,married,secondary,no,3030,yes,no,cellular,6,apr,1091,4,-1,0,,0
71,retired,married,secondary,no,2233,no,no,cellular,23,apr,339,4,-1,0,,0
49,management,single,tertiary,no,3432,yes,no,,2,jun,349,4,-1,0,,0
45,management,married,tertiary,no,3551,no,no,cellular,20,nov,228,4,-1,0,,0
46,technician,single,tertiary,no,1796,yes,no,cellular,6,aug,634,6,-1,0,,0
62,management,divorced,tertiary,no,947,yes,no,cellular,7,aug,306,6,-1,0,,0
44,management,single,tertiary,no,6437,no,no,cellular,26,aug,185,22,-1,0,,0
41,unemployed,divorced,tertiary,no,2006,yes,no,cellular,2,feb,439,4,201,2,success,0
42,management,single,tertiary,no,2683,yes,no,cellular,12,may,322,7,307,1,failure,0
65,management,divorced,secondary,no,2448,yes,yes,cellular,6,feb,200,4,-1,0,,0
37,housemaid,married,secondary,no,1750,no,yes,cellular,17,jul,247,4,-1,0,,0
47,technician,married,secondary,no,2866,yes,no,cellular,3,feb,193,9,201,7,other,0
58,blue-collar,married,primary,no,1969,yes,no,,29,may,284,7,-1,0,,0
41,management,single,tertiary,no,2298,yes,no,,16,may,323,7,-1,0,,0
35,student,single,secondary,no,1858,no,no,cellular,29,apr,480,6,-1,0,,1
43,blue-collar,married,secondary,no,2078,yes,no,cellular,18,nov,335,5,182,1,failure,0
37,services,single,secondary,no,2232,yes,no,,6,jun,395,5,-1,0,,0
42,technician,married,secondary,no,2541,yes,no,,21,may,958,5,-1,0,,1
38,admin.,single,secondary,no,1757,yes,no,cellular,15,may,262,4,-1,0,,0
41,management,single,tertiary,no,2373,no,no,cellular,4,jun,292,4,-1,0,,0
50,management,married,secondary,no,10236,no,no,,6,may,435,6,-1,0,,0
45,entrepreneur,married,secondary,yes,1954,yes,no,,6,may,599,5,-1,0,,0
46,technician,married,secondary,no,5582,yes,no,cellular,11,jul,568,4,-1,0,,0
70,retired,married,primary,no,2165,no,no,,18,jun,224,5,-1,0,,0
36,self-employed,single,secondary,no,2992,yes,no,cellular,5,feb,380,5,253,2,success,0
61,admin.,divorced,secondary,no,1412,yes,no,cellular,29,jul,272,5,-1,0,,0
52,management,single,tertiary,no,1895,no,no,cellular,26,aug,349,5,-1,0,,0
38,unemployed,single,primary,no,1986,no,no,cellular,6,feb,635,6,-1,0,,0
42,blue-collar,married,secondary,no,250,yes,no,,27,may,332,5,-1,0,,0
48,technician,divorced,tertiary,no,2215,no,yes,cellular,28,jul,205,6,-1,0,,0
41,blue-collar,married,secondary,no,1830,yes,yes,cellular,22,jul,446,4,-1,0,,0
42,blue-collar,married,secondary,no,2066,yes,no,cellular,9,feb,189,7,-1,0,,0
48,technician,married,secondary,no,2008,no,no,cellular,27,aug,356,7,-1,0,,0
45,management,married,tertiary,no,1943,yes,no,cellular,30,apr,740,4,13,1,failure,1
50,entrepreneur,married,secondary,no,3166,yes,no,,14,may,385,5,-1,0,,0
39,management,married,tertiary,no,2068,yes,no,cellular,18,may,1609,5,356,4,failure,0
38,services,single,secondary,no,2649,no,no,,11,aug,236,4,-1,0,,0
38,technician,single,secondary,no,1753,yes,no,cellular,14,may,365,5,-1,0,,0
56,management,married,tertiary,no,3700,no,no,cellular,4,sep,231,5,-1,0,,0
45,management,married,tertiary,no,2617,yes,no,,2,jun,405,6,-1,0,,1
48,blue-collar,married,secondary,no,1785,yes,no,,28,may,305,5,-1,0,,0
58,management,single,secondary,no,1732,yes,no,cellular,20,aug,605,7,-1,0,,0
43,management,married,tertiary,yes,1602,yes,yes,cellular,19,nov,515,5,-1,0,,0
60,management,married,tertiary,no,3347,no,no,cellular,19,nov,549,5,-1,0,,0
43,management,single,tertiary,no,4110,yes,no,cellular,20,nov,443,4,-1,0,,0
55,technician,married,secondary,no,1750,yes,no,telephone,21,nov,243,4,-1,0,,0
48,blue-collar,single,secondary,no,3661,yes,no,cellular,31,jul,249,7,-1,0,,0
56,technician,divorced,secondary,no,4612,yes,yes,cellular,30,jul,307,6,-1,0,,0
60,technician,married,secondary,no,2434,yes,no,cellular,7,aug,2009,5,-1,0,,0
53,management,married,tertiary,no,1998,no,no,cellular,7,aug,404,7,-1,0,,0
66,services,divorced,secondary,no,2757,no,no,cellular,29,jul,263,9,-1,0,,0
56,housemaid,single,tertiary,no,3078,no,no,cellular,22,aug,1416,5,-1,0,,0
67,retired,married,primary,no,5299,no,no,cellular,31,jul,226,39,-1,0,,0
48,entrepreneur,married,tertiary,no,1977,yes,no,cellular,4,feb,264,4,209,1,failure,0
52,blue-collar,married,secondary,no,1328,no,no,cellular,9,jul,206,4,-1,0,,0
