age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
23,self-employed,single,tertiary,no,780,no,no,cellular,16,sep,393,1,183,3,success,1
31,management,single,tertiary,no,288,no,no,cellular,28,jan,364,1,-1,0,,0
47,services,married,secondary,no,1306,yes,no,,9,may,252,4,-1,0,,0
27,admin.,married,tertiary,no,73,no,no,cellular,30,apr,374,1,79,1,success,0
35,technician,single,secondary,no,-196,yes,no,cellular,18,may,45,2,-1,0,,0
39,management,married,tertiary,no,177,yes,yes,,2,jun,243,4,-1,0,,0
28,services,single,secondary,no,3028,yes,no,cellular,17,apr,183,1,-1,0,,1
43,technician,married,secondary,no,253,no,no,cellular,21,aug,111,5,-1,0,,0
27,student,single,secondary,no,162,no,no,telephone,20,apr,116,1,-1,0,,0
34,technician,married,secondary,no,0,no,no,cellular,28,aug,12,13,-1,0,,0
59,retired,married,primary,no,249,no,no,cellular,13,aug,432,5,-1,0,,0
27,admin.,single,tertiary,no,1996,yes,no,,23,may,187,1,-1,0,,1
36,management,married,tertiary,no,340,yes,no,cellular,20,apr,68,2,-1,0,,0
41,management,married,tertiary,no,4063,yes,no,cellular,21,nov,110,2,-1,0,,1
56,management,married,primary,no,17,yes,no,cellular,15,jul,123,4,-1,0,,0
25,student,single,secondary,no,41,yes,no,telephone,4,may,101,2,-1,0,,0
42,management,married,tertiary,no,294,no,no,cellular,26,aug,513,1,-1,0,,1
27,management,single,tertiary,no,2802,yes,no,cellular,18,may,84,1,-1,0,,1
49,technician,married,tertiary,no,80,no,no,cellular,17,jul,123,1,-1,0,,0
44,blue-collar,married,primary,no,401,yes,no,cellular,18,may,41,1,-1,0,,0
38,technician,married,secondary,no,0,no,no,,7,may,55,1,-1,0,,0
33,blue-collar,divorced,secondary,no,3546,yes,no,,23,may,777,2,-1,0,,1
33,admin.,single,secondary,no,2554,yes,no,telephone,31,jul,77,15,-1,0,,1
34,student,single,,no,86,no,no,cellular,16,nov,244,2,178,1,failure,0
40,blue-collar,married,secondary,no,339,yes,no,,14,may,234,2,-1,0,,0
49,entrepreneur,married,tertiary,no,221,yes,no,,15,may,305,1,-1,0,,0
28,blue-collar,single,secondary,no,2700,no,no,cellular,3,feb,337,4,-1,0,,1
46,blue-collar,married,primary,no,587,yes,no,,8,may,173,2,-1,0,,0
27,admin.,married,secondary,no,-97,yes,no,,18,jun,1528,2,-1,0,,1
33,technician,married,tertiary,no,0,yes,no,cellular,22,jul,65,1,-1,0,,0
54,retired,married,primary,no,-58,no,no,cellular,12,may,143,4,-1,0,,0
51,unemployed,married,secondary,no,425,yes,no,,14,may,286,14,-1,0,,0
31,entrepreneur,married,tertiary,no,79,yes,no,,18,oct,558,1,-1,0,,0
30,management,single,secondary,no,340,yes,no,cellular,15,may,136,2,361,1,other,0
52,blue-collar,married,secondary,no,6933,no,no,cellular,19,nov,273,2,-1,0,,1
50,management,married,secondary,no,0,yes,no,cellular,20,nov,152,1,190,1,failure,0
55,unemployed,married,tertiary,no,457,yes,no,,5,jun,61,3,-1,0,,0
45,blue-collar,married,primary,no,665,no,no,,9,jun,183,2,-1,0,,0
42,technician,single,,no,344,yes,no,,3,jun,26,7,-1,0,,0
53,management,married,tertiary,no,75,no,no,cellular,20,aug,216,2,-1,0,,0
54,technician,married,tertiary,no,6507,no,no,cellular,26,may,145,1,-1,0,,1
33,technician,single,secondary,no,0,no,no,cellular,22,aug,208,1,-1,0,,0
29,services,married,secondary,no,368,yes,no,cellular,20,apr,16,5,-1,0,,0
40,technician,married,tertiary,no,483,yes,no,,5,may,168,1,-1,0,,0
29,housemaid,single,tertiary,no,19,no,no,cellular,4,may,268,1,88,4,success,1
32,entrepreneur,married,tertiary,no,0,no,no,cellular,19,aug,167,2,-1,0,,0
56,entrepreneur,married,secondary,no,196,no,no,cellular,19,nov,312,3,-1,0,,0
28,blue-collar,single,secondary,no,121,no,no,cellular,4,feb,542,2,-1,0,,0
53,entrepreneur,married,secondary,no,0,no,no,cellular,29,aug,88,3,-1,0,,0
41,management,married,tertiary,no,326,no,no,cellular,6,feb,163,1,182,2,failure,0
45,services,married,secondary,no,561,yes,no,,29,may,340,7,-1,0,,0
47,technician,married,secondary,no,0,no,no,telephone,14,jul,81,2,-1,0,,0
45,housemaid,married,tertiary,no,40,yes,no,cellular,3,sep,81,1,213,1,failure,0
38,entrepreneur,single,tertiary,yes,0,yes,no,cellular,18,nov,120,1,-1,0,,0
44,technician,married,secondary,no,296,yes,yes,,5,jun,169,1,-1,0,,0
30,admin.,single,secondary,no,98,yes,no,cellular,23,jul,100,5,-1,0,,0
34,blue-collar,married,primary,no,69,no,no,telephone,7,jul,41,1,-1,0,,0
31,unemployed,single,,no,167,no,no,cellular,20,nov,316,1,-1,0,,0
38,housemaid,married,secondary,no,-278,yes,no,cellular,28,jul,143,2,-1,0,,0
42,technician,married,secondary,no,682,yes,no,cellular,14,jul,285,2,-1,0,,0
34,admin.,married,secondary,no,-44,yes,yes,cellular,17,apr,759,2,-1,0,,0
46,management,single,tertiary,no,2987,yes,no,cellular,16,jul,318,1,-1,0,,1
35,services,single,primary,no,739,yes,no,cellular,4,feb,605,1,-1,0,,0
43,management,married,tertiary,no,344,yes,yes,cellular,28,jan,282,1,238,2,failure,0
19,student,single,secondary,no,372,no,no,telephone,8,jul,444,3,-1,0,,1
38,technician,married,secondary,no,0,yes,yes,cellular,15,jul,146,4,-1,0,,0
38,management,divorced,tertiary,no,-980,yes,no,,20,may,91,1,-1,0,,0
49,admin.,divorced,secondary,no,-203,yes,no,,27,may,364,2,-1,0,,0
35,unemployed,married,secondary,no,2228,no,no,,19,jun,461,2,-1,0,,1
40,admin.,married,primary,no,0,yes,no,,17,jun,77,1,-1,0,,0
30,admin.,divorced,secondary,no,10,yes,no,cellular,18,jul,658,2,-1,0,,1
37,management,married,tertiary,no,0,no,no,cellular,4,aug,96,1,-1,0,,0
39,services,married,secondary,no,2843,yes,no,,19,jun,585,1,-1,0,,1
52,technician,single,tertiary,no,1308,yes,no,,29,may,361,1,-1,0,,0
40,unemployed,married,primary,no,400,no,no,,9,jun,317,1,-1,0,,0
29,blue-collar,married,primary,no,4281,yes,no,,4,jun,235,2,-1,0,,0
44,blue-collar,married,primary,no,195,yes,no,,16,may,541,5,-1,0,,0
54,management,single,tertiary,no,0,no,no,telephone,5,jun,133,4,-1,0,,0
28,services,married,secondary,no,7,yes,yes,cellular,14,jul,226,4,-1,0,,0
32,management,single,tertiary,no,1373,yes,no,,21,may,474,2,-1,0,,0
54,management,married,,no,876,yes,no,cellular,28,jan,66,2,198,3,failure,0
42,admin.,married,secondary,no,208,yes,no,,27,may,75,2,-1,0,,0
33,management,single,secondary,no,-424,yes,no,,26,may,863,1,-1,0,,0
43,management,married,tertiary,no,0,no,no,cellular,18,aug,241,5,-1,0,,0
45,self-employed,married,secondary,no,264,yes,no,cellular,8,may,113,1,360,2,failure,0
51,services,married,secondary,no,1605,yes,no,cellular,16,jul,94,3,-1,0,,1
47,unemployed,divorced,secondary,no,0,no,yes,cellular,30,jan,127,2,233,8,other,0
56,unemployed,divorced,primary,no,1770,no,no,cellular,5,feb,916,3,-1,0,,1
49,entrepreneur,married,secondary,yes,-178,no,yes,,12,jun,84,1,-1,0,,0
60,retired,married,secondary,no,0,no,no,cellular,25,aug,87,2,-1,0,,0
30,admin.,divorced,secondary,no,370,yes,no,,15,may,160,1,-1,0,,0
36,management,single,tertiary,no,490,no,no,cellular,28,aug,207,8,98,1,failure,1
20,student,single,secondary,no,-322,yes,no,,20,jun,73,4,-1,0,,0
28,blue-collar,married,secondary,no,922,yes,no,cellular,7,may,226,1,339,1,other,0
32,admin.,single,secondary,no,13,yes,no,,27,may,88,2,-1,0,,0
54,admin.,divorced,secondary,no,735,no,no,cellular,28,oct,300,1,-1,0,,0
57,housemaid,married,primary,no,85,no,no,,27,jun,194,1,-1,0,,0
54,admin.,single,secondary,no,3344,yes,no,cellular,14,may,12,8,-1,0,,1
41,housemaid,married,primary,no,46,no,no,cellular,22,aug,268,1,-1,0,,0
39,entrepreneur,divorced,secondary,no,1202,yes,no,,23,may,364,2,-1,0,,0
45,self-employed,married,secondary,no,1051,no,no,cellular,4,aug,96,1,-1,0,,0
38,management,single,tertiary,no,35,yes,no,cellular,17,apr,156,1,273,3,failure,0
35,technician,married,secondary,no,0,yes,no,cellular,9,nov,524,1,96,5,success,1
31,management,married,tertiary,no,3,no,no,cellular,28,aug,12,17,-1,0,,0
37,blue-collar,married,secondary,no,934,no,no,,9,may,258,2,-1,0,,0
53,unemployed,married,primary,no,49,no,no,cellular,27,aug,254,8,-1,0,,0
38,management,married,tertiary,no,178,no,no,cellular,6,aug,170,3,-1,0,,0
32,technician,married,secondary,no,14,no,no,cellular,22,aug,313,6,-1,0,,0
57,management,divorced,tertiary,no,3287,no,no,cellular,22,jun,867,1,84,3,success,1
45,admin.,married,secondary,no,153,no,no,cellular,5,aug,277,1,-1,0,,1
58,technician,married,secondary,no,7554,no,no,telephone,9,feb,167,1,469,1,success,1
55,admin.,married,secondary,no,332,yes,no,,14,may,217,1,-1,0,,0
46,blue-collar,divorced,primary,no,2870,no,no,,18,jun,52,6,-1,0,,0
56,housemaid,married,secondary,no,594,yes,yes,,25,jun,151,1,-1,0,,0
43,housemaid,married,primary,no,1491,no,no,telephone,14,jul,105,3,-1,0,,0
37,self-employed,divorced,tertiary,no,1513,no,no,,30,may,510,1,-1,0,,1
41,management,married,tertiary,no,10758,yes,no,cellular,1,jun,288,1,-1,0,,0
25,student,single,,no,480,no,no,cellular,8,sep,140,1,-1,0,,1
32,blue-collar,single,primary,no,18,yes,yes,cellular,6,may,305,1,-1,0,,0
38,technician,married,tertiary,no,-1,no,no,cellular,8,aug,188,4,-1,0,,0
47,services,married,secondary,no,665,yes,no,cellular,20,aug,251,3,-1,0,,0
39,blue-collar,married,primary,no,275,yes,no,,16,jun,189,2,-1,0,,0
37,unemployed,married,secondary,no,830,no,no,,17,jun,292,3,-1,0,,0
33,technician,married,secondary,no,2,no,no,cellular,28,aug,385,7,-1,0,,0
34,,married,secondary,no,1434,no,no,cellular,21,nov,50,2,-1,0,,0
37,blue-collar,married,primary,no,-325,yes,yes,,6,may,112,2,-1,0,,0
36,management,married,primary,no,392,no,no,cellular,6,feb,148,2,-1,0,,0
62,retired,married,secondary,no,2801,yes,yes,cellular,9,sep,261,1,183,1,success,1
39,entrepreneur,divorced,tertiary,no,208,yes,no,,3,jun,201,2,-1,0,,0
42,entrepreneur,married,secondary,no,2959,yes,no,telephone,2,jul,711,1,342,1,failure,1
37,blue-collar,married,primary,no,2814,yes,no,cellular,20,nov,619,3,-1,0,,0
29,technician,single,tertiary,no,47,yes,no,,16,may,111,11,-1,0,,0
27,entrepreneur,married,secondary,no,-36,no,yes,cellular,11,jul,120,10,-1,0,,0
59,retired,divorced,primary,no,47,yes,no,telephone,18,may,110,3,374,1,failure,0
32,self-employed,single,secondary,no,1259,no,no,cellular,25,jul,184,2,-1,0,,0
49,services,married,secondary,no,112,no,no,cellular,11,aug,97,2,-1,0,,0
55,housemaid,married,primary,no,1870,no,no,,6,jun,152,1,-1,0,,1
42,self-employed,married,secondary,no,1216,yes,no,cellular,23,apr,296,1,521,1,failure,1
47,admin.,single,secondary,no,3696,no,no,cellular,12,jan,758,4,-1,0,,1
33,services,married,secondary,no,4963,yes,no,,20,may,148,2,-1,0,,1
30,technician,single,secondary,no,601,no,no,cellular,27,feb,154,1,-1,0,,0
23,student,single,secondary,no,486,no,no,cellular,3,mar,87,1,-1,0,,0
39,blue-collar,single,secondary,no,1986,no,yes,,19,jun,367,1,-1,0,,1
26,student,single,secondary,no,1510,no,no,telephone,4,feb,58,3,-1,0,,1
50,technician,married,secondary,no,2,yes,yes,cellular,14,jul,171,3,-1,0,,0
36,technician,married,tertiary,no,1354,no,no,cellular,7,sep,281,3,97,2,success,1
48,management,divorced,tertiary,no,851,no,yes,,23,may,937,3,-1,0,,0
35,unemployed,single,tertiary,no,4959,no,no,cellular,29,jan,91,2,-1,0,,1
45,management,single,tertiary,no,4831,no,no,cellular,29,jan,479,11,-1,0,,1
46,blue-collar,single,primary,no,501,yes,no,cellular,6,may,207,1,-1,0,,0
35,admin.,single,secondary,no,0,yes,no,cellular,8,may,376,3,-1,0,,0
46,admin.,married,secondary,no,1934,no,yes,,15,may,240,1,-1,0,,1
47,,single,,no,172,no,no,telephone,2,jun,23,1,-1,0,,0
38,technician,single,tertiary,no,110,no,no,,17,jun,1051,3,-1,0,,1
38,blue-collar,married,secondary,no,376,yes,no,,7,may,1521,1,-1,0,,0
33,admin.,single,secondary,no,322,yes,no,,28,may,266,4,-1,0,,0
58,retired,married,secondary,no,1230,no,no,cellular,20,may,420,1,87,1,failure,1
35,blue-collar,married,secondary,no,218,yes,no,cellular,24,jul,128,2,-1,0,,0
41,blue-collar,single,primary,no,156,yes,no,,9,may,47,5,-1,0,,0
60,services,married,secondary,no,292,no,yes,cellular,2,feb,260,5,195,4,failure,0
42,technician,married,secondary,no,570,yes,no,,28,may,344,2,-1,0,,0
39,management,single,primary,no,0,yes,yes,cellular,17,nov,62,1,-1,0,,0
30,technician,single,secondary,no,23,yes,no,,9,may,137,1,-1,0,,0
36,blue-collar,married,secondary,no,-173,yes,no,cellular,18,may,197,3,-1,0,,0
56,services,divorced,secondary,no,191,no,no,cellular,23,jul,335,3,-1,0,,0
31,services,married,secondary,no,-489,yes,yes,cellular,19,nov,392,3,-1,0,,0
38,services,divorced,secondary,no,61,no,no,,5,jun,636,1,-1,0,,1
38,blue-collar,married,secondary,no,861,yes,no,cellular,11,may,565,2,-1,0,,0
30,technician,single,tertiary,no,53,no,no,cellular,30,oct,155,1,184,1,success,0
46,,married,primary,no,285,no,no,,11,jun,215,2,-1,0,,0
32,admin.,single,secondary,no,-267,no,yes,cellular,7,jul,98,1,-1,0,,0
32,blue-collar,single,secondary,no,1047,no,no,cellular,21,nov,89,2,-1,0,,0
35,services,divorced,secondary,no,-121,yes,yes,cellular,1,apr,73,1,-1,0,,0
27,student,single,secondary,no,81,yes,no,,8,may,238,1,-1,0,,0
42,technician,married,secondary,no,4837,no,no,cellular,4,aug,91,2,-1,0,,1
29,admin.,single,secondary,no,-498,yes,no,cellular,2,feb,99,3,227,14,failure,0
43,management,married,tertiary,no,344,yes,yes,cellular,28,jan,282,1,238,2,failure,0
59,blue-collar,divorced,primary,no,4399,yes,no,telephone,31,jul,69,8,-1,0,,1
43,management,married,secondary,no,5,yes,no,cellular,24,jul,953,1,-1,0,,0
27,services,single,secondary,no,261,yes,yes,cellular,18,may,113,1,-1,0,,0
50,housemaid,married,tertiary,no,1005,no,no,cellular,17,jul,188,3,-1,0,,0
52,management,married,tertiary,no,1158,no,no,cellular,27,aug,57,4,-1,0,,0
34,technician,married,secondary,no,268,no,no,cellular,11,aug,47,4,-1,0,,0
50,management,married,secondary,no,42,yes,no,cellular,13,may,85,2,265,4,other,0
58,services,married,secondary,no,688,no,no,cellular,6,aug,152,2,-1,0,,0
41,retired,single,primary,no,2579,no,no,cellular,27,jul,235,1,287,1,failure,1
27,self-employed,single,tertiary,no,4574,no,no,cellular,12,aug,187,2,-1,0,,0
44,blue-collar,divorced,secondary,no,579,yes,no,,6,may,198,2,-1,0,,0
35,technician,married,tertiary,no,7951,no,yes,,6,jun,103,1,-1,0,,1
33,management,single,tertiary,no,215,no,no,telephone,20,aug,41,9,-1,0,,0
31,management,married,tertiary,no,216,no,no,cellular,22,jul,47,1,-1,0,,0
55,unemployed,married,tertiary,no,4809,yes,no,cellular,21,nov,223,2,186,3,other,0
29,blue-collar,married,secondary,no,-28,yes,no,,12,may,393,1,-1,0,,0
46,services,married,tertiary,no,523,yes,no,cellular,17,apr,172,1,-1,0,,0
41,management,married,tertiary,no,651,no,no,cellular,4,aug,104,1,-1,0,,0
34,technician,single,secondary,no,1279,yes,no,cellular,21,oct,339,3,91,10,success,1
25,blue-collar,single,secondary,yes,-220,no,no,cellular,8,jul,152,1,-1,0,,0
46,admin.,divorced,secondary,no,778,yes,no,cellular,20,nov,106,3,-1,0,,0
47,admin.,single,secondary,no,2540,no,no,cellular,18,nov,110,5,-1,0,,1
26,services,single,secondary,no,1347,no,no,telephone,18,jun,280,6,92,5,other,1
50,services,married,secondary,yes,0,no,no,telephone,31,jul,35,9,-1,0,,0
44,management,married,secondary,no,991,no,no,cellular,2,feb,194,1,-1,0,,0
58,entrepreneur,married,tertiary,no,0,no,yes,cellular,30,jan,540,1,2,2,other,0
39,housemaid,married,tertiary,no,315,no,no,cellular,28,aug,53,4,-1,0,,0
36,technician,married,tertiary,no,4596,yes,no,cellular,16,apr,901,2,-1,0,,1
45,blue-collar,married,primary,no,714,no,no,,12,jun,108,1,-1,0,,0
35,blue-collar,married,primary,no,2708,yes,no,,30,may,178,2,-1,0,,1
40,management,married,tertiary,no,5,yes,no,cellular,18,nov,219,3,-1,0,,0
33,services,married,secondary,no,740,no,yes,,30,jun,266,3,-1,0,,0
19,student,single,primary,no,103,no,no,cellular,18,jan,177,2,95,4,failure,0
41,blue-collar,married,secondary,no,235,yes,no,,14,may,181,1,-1,0,,0
31,management,married,tertiary,no,3914,no,yes,cellular,29,jan,266,1,-1,0,,0
35,blue-collar,divorced,primary,no,300,yes,no,,13,may,945,2,-1,0,,1
33,technician,married,tertiary,no,148,no,no,cellular,27,aug,15,20,-1,0,,0
34,services,married,secondary,no,457,yes,no,,30,may,67,2,-1,0,,0
40,blue-collar,divorced,primary,no,71,yes,no,cellular,8,may,225,1,-1,0,,0
33,admin.,single,tertiary,no,235,yes,no,cellular,18,may,525,1,-1,0,,1
55,housemaid,divorced,primary,no,0,no,no,,20,jun,398,2,-1,0,,0
40,admin.,single,tertiary,no,1248,no,no,,11,jun,1290,2,-1,0,,1
30,technician,single,tertiary,no,1109,no,no,cellular,22,aug,215,2,-1,0,,0
36,management,single,tertiary,no,774,no,no,cellular,19,nov,193,2,-1,0,,0
49,self-employed,divorced,secondary,no,-478,yes,yes,cellular,20,nov,291,1,-1,0,,0
33,admin.,divorced,secondary,yes,-18,yes,no,cellular,6,may,244,1,359,3,failure,0
37,services,single,secondary,no,259,yes,no,,7,may,130,1,-1,0,,0
32,management,single,tertiary,no,435,yes,yes,cellular,15,may,676,3,-1,0,,0
38,management,married,tertiary,no,0,no,no,cellular,26,aug,101,4,-1,0,,0
30,technician,single,secondary,no,3313,yes,no,telephone,20,apr,534,3,319,3,failure,1
31,management,married,tertiary,no,623,yes,no,cellular,13,may,96,2,349,5,failure,0
31,management,single,tertiary,no,0,yes,no,cellular,15,apr,185,2,-1,0,,0
40,blue-collar,married,secondary,no,316,yes,no,,7,may,266,2,-1,0,,0
44,services,divorced,secondary,no,0,yes,yes,,13,may,97,1,-1,0,,0
33,services,single,tertiary,no,0,yes,no,cellular,18,nov,199,1,-1,0,,0
52,blue-collar,married,primary,no,2977,no,no,cellular,18,aug,286,5,-1,0,,0
34,management,single,tertiary,no,1741,yes,no,cellular,15,jun,268,1,-1,0,,1
37,technician,divorced,secondary,yes,0,no,yes,cellular,19,nov,134,1,-1,0,,0
41,management,married,tertiary,no,97,no,no,cellular,18,nov,130,1,-1,0,,0
46,blue-collar,married,secondary,no,877,no,no,cellular,29,aug,339,2,-1,0,,0
44,management,married,tertiary,no,445,no,yes,telephone,6,feb,135,2,9,7,other,0
34,management,single,tertiary,no,0,no,no,cellular,22,aug,174,1,-1,0,,0
31,management,single,tertiary,no,30,no,no,cellular,8,aug,161,2,-1,0,,0
57,admin.,single,secondary,no,5768,yes,no,,19,jun,512,1,-1,0,,1
28,management,single,tertiary,no,730,yes,no,cellular,26,aug,78,6,85,5,other,0
60,blue-collar,married,primary,no,241,no,yes,,3,jul,100,3,-1,0,,0
30,student,single,secondary,no,4,no,no,cellular,4,feb,443,2,-1,0,,0
45,services,married,secondary,no,567,yes,no,telephone,14,aug,234,3,-1,0,,0
57,housemaid,divorced,tertiary,no,3767,no,no,cellular,2,feb,19,6,-1,0,,1
29,blue-collar,single,secondary,no,922,yes,no,cellular,18,may,72,1,-1,0,,0
47,management,single,tertiary,no,216,yes,no,cellular,29,jul,193,10,-1,0,,0
29,management,married,tertiary,no,68,yes,no,,4,jun,69,4,-1,0,,0
32,management,single,tertiary,no,11315,no,no,,23,may,286,1,-1,0,,1
45,management,divorced,secondary,no,51,yes,no,cellular,31,jul,67,8,-1,0,,0
38,services,divorced,secondary,no,439,no,no,,16,jun,50,1,-1,0,,0
54,blue-collar,married,primary,no,946,no,no,cellular,27,aug,116,9,-1,0,,0
39,admin.,married,secondary,no,20,yes,no,,7,may,124,2,-1,0,,0
38,blue-collar,married,primary,no,1131,yes,no,,29,may,102,3,-1,0,,0
47,admin.,married,secondary,no,1715,no,no,cellular,22,jul,211,8,-1,0,,1
59,management,single,tertiary,no,68,yes,no,,28,may,176,2,-1,0,,0
37,admin.,divorced,tertiary,no,4708,no,no,cellular,2,jun,238,1,181,2,success,1
29,blue-collar,married,secondary,no,246,yes,no,cellular,28,jul,194,5,-1,0,,0
37,blue-collar,married,secondary,no,426,yes,no,,20,may,300,3,-1,0,,0
69,retired,divorced,tertiary,no,247,no,no,cellular,22,apr,138,2,-1,0,,1
30,management,single,tertiary,no,6493,no,no,cellular,11,aug,132,5,-1,0,,1
36,technician,married,secondary,no,1345,yes,no,,30,may,231,3,-1,0,,0
43,blue-collar,married,primary,no,757,yes,no,,9,may,315,4,-1,0,,0
35,services,married,secondary,no,1053,yes,no,,16,may,25,1,-1,0,,0
27,blue-collar,single,primary,no,431,yes,no,,15,may,286,2,-1,0,,0
48,management,married,,no,54,yes,no,,16,may,293,7,-1,0,,0
48,technician,married,secondary,no,3069,no,no,cellular,4,aug,597,2,-1,0,,1
19,student,single,primary,no,103,no,no,cellular,15,oct,96,2,97,2,success,0
31,technician,married,secondary,no,0,no,no,cellular,14,jul,347,4,-1,0,,0
53,technician,married,secondary,no,137,no,yes,cellular,18,nov,52,1,176,1,failure,0
50,blue-collar,married,primary,no,2590,yes,no,,9,may,257,6,-1,0,,1
34,management,married,tertiary,no,73,no,no,cellular,4,feb,426,2,-1,0,,1
32,technician,divorced,tertiary,no,2558,no,no,,5,may,148,2,-1,0,,1
29,blue-collar,single,secondary,no,-37,yes,no,,4,jun,182,1,-1,0,,0
37,management,single,tertiary,no,2265,yes,no,cellular,16,jul,64,1,-1,0,,1
34,technician,married,secondary,no,260,yes,no,cellular,17,apr,20,2,238,2,failure,0
56,blue-collar,divorced,primary,yes,-1,no,no,cellular,18,jul,304,3,-1,0,,0
28,management,single,tertiary,no,-328,yes,no,telephone,2,feb,318,2,-1,0,,0
58,housemaid,married,secondary,no,2705,no,no,telephone,14,aug,137,1,-1,0,,0
53,blue-collar,married,primary,no,421,yes,no,cellular,20,nov,677,1,-1,0,,1
50,admin.,married,secondary,no,0,yes,yes,,23,may,97,1,-1,0,,0
32,technician,single,tertiary,no,1306,no,no,cellular,20,apr,517,1,-1,0,,0
57,retired,married,primary,no,318,no,no,cellular,22,aug,371,4,-1,0,,0
56,blue-collar,married,primary,no,373,yes,no,cellular,12,may,179,1,350,1,failure,0
33,management,single,tertiary,no,12,no,no,cellular,20,aug,471,5,-1,0,,0
31,technician,single,secondary,no,1771,yes,no,,30,may,81,2,-1,0,,1
38,blue-collar,married,secondary,no,6994,yes,no,cellular,20,nov,150,2,-1,0,,1
36,unemployed,married,secondary,no,533,yes,no,cellular,2,feb,619,1,272,1,failure,0
37,services,married,secondary,no,775,no,no,cellular,14,aug,150,2,-1,0,,1
55,admin.,married,secondary,no,-480,no,no,cellular,16,jul,538,2,-1,0,,0
72,retired,married,primary,no,0,no,no,cellular,28,jun,348,6,94,6,failure,0
33,technician,married,secondary,no,399,yes,no,cellular,7,may,143,1,-1,0,,0
34,technician,single,secondary,no,1866,no,no,cellular,4,nov,95,1,-1,0,,1
64,management,married,tertiary,no,679,no,no,telephone,22,apr,135,3,-1,0,,0
36,services,married,secondary,no,-260,yes,no,,30,may,91,2,-1,0,,0
31,technician,single,secondary,no,863,yes,no,cellular,25,may,166,3,111,6,failure,0
36,management,single,secondary,no,1331,yes,no,cellular,13,may,77,3,174,1,other,0
36,management,married,tertiary,no,909,yes,yes,cellular,25,jul,250,3,-1,0,,0
54,blue-collar,married,primary,no,0,yes,no,cellular,12,may,77,4,341,2,failure,0
43,blue-collar,married,secondary,no,620,yes,no,cellular,13,may,46,4,-1,0,,0
26,admin.,single,primary,no,528,yes,yes,cellular,11,jul,102,2,-1,0,,0
48,services,married,secondary,no,2877,yes,no,,3,jun,157,1,-1,0,,1
36,technician,married,tertiary,no,508,no,no,cellular,22,aug,233,4,-1,0,,0
32,services,single,secondary,no,875,yes,no,cellular,21,nov,1015,2,-1,0,,0
35,management,single,tertiary,no,-324,no,yes,cellular,21,jul,985,11,-1,0,,1
26,blue-collar,single,secondary,no,-46,yes,no,,20,jun,382,7,-1,0,,1
33,management,single,tertiary,no,0,no,no,telephone,5,jun,109,1,-1,0,,0
27,self-employed,single,tertiary,no,82,no,yes,cellular,23,jul,387,1,-1,0,,0
33,admin.,single,secondary,no,1834,yes,no,cellular,21,nov,11,2,-1,0,,1
32,admin.,married,secondary,no,280,yes,no,cellular,18,jul,59,4,-1,0,,0
