age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
51,management,married,tertiary,no,0,yes,yes,,29,may,410,5,-1,0,,0
54,admin.,divorced,secondary,no,-437,yes,yes,cellular,10,jul,158,1,-1,0,,0
48,management,married,primary,no,5348,no,no,,18,jun,105,1,-1,0,,1
54,technician,divorced,secondary,no,2156,yes,no,cellular,30,apr,258,1,86,5,success,1
45,admin.,married,secondary,no,644,no,yes,telephone,22,jul,92,1,-1,0,,0
35,technician,single,secondary,no,127,no,no,cellular,22,aug,203,1,-1,0,,0
29,management,single,tertiary,no,1273,yes,no,cellular,15,may,44,9,-1,0,,0
54,unemployed,married,primary,no,541,yes,no,cellular,3,feb,237,3,-1,0,,0
36,blue-collar,married,secondary,no,-870,yes,no,,26,may,102,2,-1,0,,0
45,technician,divorced,secondary,no,1738,no,no,cellular,7,aug,114,2,-1,0,,1
46,,married,primary,no,0,no,no,telephone,25,may,87,2,-1,0,,0
36,admin.,single,tertiary,no,635,no,no,cellular,26,may,80,1,102,1,failure,0
31,services,married,secondary,no,3181,yes,no,,29,may,128,7,-1,0,,1
53,unemployed,single,secondary,no,6248,no,no,cellular,28,jan,885,1,-1,0,,1
30,management,single,tertiary,no,492,yes,no,cellular,7,may,94,1,-1,0,,0
36,self-employed,married,tertiary,no,12132,no,no,telephone,21,nov,146,1,-1,0,,1
47,blue-collar,married,primary,no,124,no,no,cellular,7,aug,76,2,-1,0,,0
37,blue-collar,single,secondary,no,263,no,no,cellular,11,jul,143,2,-1,0,,0
53,management,married,tertiary,no,8093,no,no,cellular,19,nov,93,1,-1,0,,1
56,blue-collar,married,primary,no,563,no,no,telephone,16,jul,51,1,-1,0,,0
38,technician,divorced,tertiary,no,304,yes,no,cellular,20,apr,8,2,-1,0,,0
48,technician,married,secondary,no,862,no,no,cellular,30,jul,160,2,-1,0,,0
27,technician,single,tertiary,no,1075,no,no,cellular,2,mar,658,1,-1,0,,1
52,retired,married,secondary,no,1282,no,no,,19,jun,148,5,-1,0,,0
33,technician,married,secondary,no,180,no,no,cellular,4,aug,561,1,435,3,failure,1
45,technician,married,tertiary,no,548,no,no,cellular,11,aug,108,4,-1,0,,0
46,blue-collar,married,secondary,no,33,yes,no,,14,may,136,8,-1,0,,0
36,blue-collar,married,primary,no,-327,yes,yes,,23,may,691,1,-1,0,,0
25,admin.,single,secondary,no,131,yes,yes,,9,may,237,1,-1,0,,0
34,blue-collar,married,primary,no,1309,yes,no,cellular,12,may,456,2,364,1,failure,0
41,blue-collar,divorced,secondary,no,1491,yes,no,,6,jun,100,2,-1,0,,0
40,blue-collar,married,secondary,no,1451,no,no,cellular,1,jun,314,1,-1,0,,1
42,blue-collar,married,,no,345,yes,yes,cellular,28,jul,307,3,-1,0,,0
62,retired,married,secondary,no,3340,no,no,cellular,4,aug,259,1,35,1,failure,1
33,technician,married,tertiary,no,1746,yes,no,cellular,10,jul,184,1,-1,0,,1
57,management,married,tertiary,no,0,yes,no,,14,may,124,1,-1,0,,0
28,technician,single,tertiary,no,75,yes,yes,cellular,5,may,233,2,-1,0,,0
51,blue-collar,married,secondary,no,160,yes,no,cellular,7,may,136,1,359,1,failure,0
30,admin.,single,secondary,no,52,no,yes,cellular,7,jul,422,1,-1,0,,0
56,blue-collar,married,,no,22,yes,no,,16,may,103,7,-1,0,,0
48,housemaid,married,tertiary,no,468,yes,no,,14,may,220,1,-1,0,,0
52,blue-collar,married,secondary,no,262,no,no,,18,jun,1062,4,-1,0,,0
40,blue-collar,married,primary,no,676,no,no,,9,jun,74,1,-1,0,,0
34,blue-collar,married,primary,no,6718,no,no,cellular,13,jan,278,4,97,1,other,0
45,management,married,tertiary,no,103,yes,no,,7,may,35,4,-1,0,,0
26,technician,single,secondary,no,218,yes,no,,27,may,436,1,-1,0,,0
45,services,married,secondary,no,219,yes,yes,cellular,29,jul,142,8,-1,0,,0
56,management,married,tertiary,no,2333,no,no,cellular,4,may,244,1,-1,0,,1
32,blue-collar,married,secondary,no,3228,yes,no,cellular,19,nov,198,3,-1,0,,1
65,retired,married,primary,no,343,no,no,telephone,5,feb,159,2,-1,0,,0
39,blue-collar,married,primary,no,7304,yes,no,,28,may,216,1,-1,0,,1
38,blue-collar,married,secondary,no,2342,no,no,,12,jun,136,2,-1,0,,1
39,blue-collar,married,secondary,no,366,yes,no,cellular,28,jul,551,5,-1,0,,0
51,unemployed,married,secondary,no,1052,no,no,cellular,25,aug,280,4,-1,0,,0
49,technician,married,tertiary,no,0,yes,no,cellular,21,nov,218,1,-1,0,,0
32,technician,married,tertiary,no,133,yes,no,cellular,17,jul,421,1,-1,0,,0
20,student,single,,no,330,no,no,cellular,20,apr,159,2,-1,0,,0
43,self-employed,married,tertiary,no,4324,yes,no,,19,jun,105,1,-1,0,,1
35,blue-collar,married,secondary,no,53,yes,no,,2,jun,826,4,-1,0,,0
36,management,married,tertiary,no,-381,yes,no,cellular,31,jul,30,29,-1,0,,0
31,technician,single,tertiary,no,1887,no,yes,,21,may,389,1,-1,0,,1
43,entrepreneur,single,secondary,no,5705,no,yes,cellular,16,jul,173,2,-1,0,,1
32,services,married,secondary,no,28,yes,no,cellular,13,may,88,1,370,1,failure,0
36,blue-collar,married,secondary,no,512,yes,no,,16,may,343,1,-1,0,,0
54,technician,married,secondary,no,1455,yes,no,,18,jun,90,4,-1,0,,0
39,technician,married,secondary,no,0,yes,no,,5,may,203,1,-1,0,,0
38,management,married,tertiary,no,1952,no,yes,cellular,23,jul,237,1,-1,0,,1
35,housemaid,single,secondary,no,-122,yes,yes,cellular,13,may,97,5,-1,0,,0
53,management,divorced,secondary,no,519,yes,no,cellular,5,aug,126,1,-1,0,,0
36,management,divorced,tertiary,no,0,yes,no,cellular,20,nov,378,8,-1,0,,0
59,technician,divorced,secondary,no,0,no,no,cellular,29,aug,126,2,-1,0,,0
41,management,married,tertiary,yes,852,yes,yes,cellular,27,aug,157,10,-1,0,,0
41,technician,married,secondary,no,1270,yes,no,,5,may,1389,1,-1,0,,1
53,blue-collar,divorced,secondary,no,145,yes,no,,8,may,193,1,-1,0,,0
50,admin.,divorced,tertiary,no,432,yes,no,cellular,17,apr,329,1,-1,0,,0
26,services,single,secondary,no,-90,no,yes,cellular,8,jul,240,1,-1,0,,0
43,blue-collar,married,secondary,yes,-7,no,no,,8,may,70,1,-1,0,,0
46,entrepreneur,married,secondary,no,3317,no,no,cellular,19,nov,231,2,-1,0,,0
42,technician,married,secondary,no,-113,yes,yes,cellular,29,jul,32,5,-1,0,,0
46,technician,single,secondary,no,5862,no,no,cellular,1,jun,84,1,-1,0,,1
36,unemployed,single,tertiary,no,953,yes,no,cellular,22,may,169,1,94,2,other,0
35,blue-collar,divorced,,no,164,no,no,,11,jun,967,2,-1,0,,1
40,technician,divorced,secondary,no,5674,yes,no,cellular,18,nov,84,1,-1,0,,1
42,technician,divorced,tertiary,no,765,no,no,cellular,27,aug,78,8,-1,0,,0
38,admin.,married,secondary,no,272,yes,yes,,9,jun,174,2,-1,0,,0
38,technician,single,secondary,no,373,yes,no,cellular,11,jul,404,1,-1,0,,0
56,self-employed,married,secondary,no,1113,no,no,,12,jun,138,1,-1,0,,0
35,blue-collar,married,secondary,no,314,yes,no,,2,jun,464,1,-1,0,,0
56,admin.,divorced,secondary,no,-429,no,yes,cellular,23,jul,229,4,-1,0,,0
37,admin.,single,secondary,no,328,no,no,cellular,29,jan,79,1,-1,0,,0
28,management,single,tertiary,no,502,no,no,cellular,16,jun,136,2,-1,0,,1
25,technician,single,secondary,no,173,yes,no,cellular,15,may,186,2,-1,0,,0
53,management,married,tertiary,no,1356,yes,no,cellular,5,aug,397,2,93,2,failure,0
25,blue-collar,single,tertiary,no,1395,yes,no,cellular,15,may,268,1,-1,0,,0
59,retired,married,primary,no,-266,yes,yes,cellular,31,jul,266,11,-1,0,,0
32,technician,single,tertiary,no,190,yes,yes,,9,may,352,1,-1,0,,0
36,management,married,tertiary,no,387,no,no,cellular,2,jun,327,1,-1,0,,0
50,management,married,tertiary,no,109,yes,no,cellular,13,aug,185,2,-1,0,,0
41,management,married,tertiary,no,0,no,yes,,16,may,330,4,-1,0,,0
48,technician,married,secondary,no,2688,no,yes,cellular,26,aug,610,2,-1,0,,1
30,blue-collar,single,primary,no,334,no,no,cellular,12,aug,188,1,-1,0,,0
36,unemployed,married,secondary,no,1453,no,no,,6,jun,386,1,-1,0,,0
30,services,single,secondary,no,-386,yes,no,cellular,29,jan,196,1,237,2,other,0
32,management,married,tertiary,no,273,yes,yes,cellular,18,jul,97,3,-1,0,,0
54,blue-collar,married,,no,1827,no,no,cellular,20,apr,167,1,350,1,failure,0
31,blue-collar,married,primary,no,2,yes,yes,cellular,10,jul,112,1,-1,0,,0
77,retired,married,,no,1807,no,no,telephone,20,oct,373,1,-1,0,,1
32,management,married,tertiary,no,5878,no,no,cellular,19,aug,159,2,-1,0,,1
43,management,married,tertiary,no,149,yes,no,,23,jun,662,2,-1,0,,1
30,admin.,married,secondary,no,-150,yes,no,cellular,6,may,174,1,365,1,failure,0
47,technician,married,secondary,no,-107,no,no,cellular,8,jul,236,2,-1,0,,0
35,technician,married,secondary,no,374,yes,yes,telephone,7,aug,72,5,-1,0,,0
42,technician,divorced,secondary,no,324,yes,no,cellular,27,aug,203,2,-1,0,,0
27,services,single,secondary,no,4923,yes,no,,19,may,57,7,-1,0,,0
37,blue-collar,married,secondary,no,-129,yes,no,cellular,20,apr,123,4,328,1,other,0
42,technician,married,secondary,no,2152,no,no,cellular,1,jul,113,2,93,4,failure,1
57,blue-collar,married,primary,no,282,no,yes,cellular,7,jul,261,12,-1,0,,0
57,housemaid,married,secondary,no,271,no,no,cellular,31,jul,81,4,-1,0,,0
36,blue-collar,married,secondary,no,2103,no,yes,,26,jun,71,1,-1,0,,1
31,technician,single,secondary,no,849,yes,yes,,13,may,295,2,-1,0,,0
40,unemployed,married,secondary,no,1960,yes,no,,2,jun,605,6,-1,0,,1
55,unemployed,divorced,secondary,no,309,no,no,cellular,21,oct,467,2,184,1,success,1
34,management,single,tertiary,no,417,yes,no,cellular,12,feb,155,10,149,5,failure,0
28,services,single,secondary,no,1820,yes,no,cellular,5,feb,134,2,203,1,success,1
37,services,married,secondary,no,616,yes,no,cellular,17,apr,18,1,-1,0,,0
33,housemaid,married,primary,no,4136,yes,no,cellular,20,apr,178,5,-1,0,,0
38,services,married,secondary,no,304,no,yes,,3,jul,131,1,-1,0,,0
28,admin.,single,secondary,no,26,yes,no,cellular,7,may,227,2,-1,0,,0
54,unemployed,married,secondary,no,377,no,no,cellular,8,apr,1134,1,-1,0,,1
37,blue-collar,married,primary,no,-738,yes,no,cellular,5,may,303,1,-1,0,,0
35,self-employed,married,secondary,no,188,yes,yes,,5,jun,1865,2,-1,0,,1
33,management,single,tertiary,no,4782,yes,no,cellular,11,aug,217,1,-1,0,,1
36,technician,married,secondary,no,522,yes,no,cellular,17,jul,185,1,-1,0,,0
48,blue-collar,married,secondary,no,7985,yes,no,cellular,11,may,232,2,347,1,failure,0
38,technician,single,tertiary,no,0,no,no,cellular,6,aug,89,2,-1,0,,0
44,blue-collar,divorced,secondary,no,221,no,no,cellular,30,jul,149,13,-1,0,,0
39,technician,married,secondary,no,24,yes,no,cellular,28,jan,79,4,-1,0,,0
32,blue-collar,single,secondary,no,1036,yes,yes,,30,may,62,2,-1,0,,0
44,services,divorced,secondary,no,-2,yes,no,cellular,15,may,152,5,-1,0,,0
45,services,married,secondary,no,0,no,no,cellular,5,aug,196,2,-1,0,,0
57,technician,divorced,secondary,no,77,yes,yes,cellular,29,jan,168,3,246,2,failure,0
28,management,single,tertiary,no,187,no,no,cellular,10,sep,255,1,93,2,success,1
33,admin.,divorced,secondary,no,1128,yes,no,,8,may,139,2,-1,0,,0
30,technician,married,secondary,no,26,no,no,cellular,20,aug,55,2,-1,0,,0
48,management,married,secondary,no,161,yes,no,,5,may,224,3,-1,0,,0
41,technician,divorced,tertiary,no,24055,no,yes,,20,jun,132,1,-1,0,,1
54,technician,married,secondary,no,230,no,yes,cellular,21,nov,401,1,100,2,failure,0
31,management,single,tertiary,no,825,yes,no,,21,may,506,2,-1,0,,1
56,blue-collar,married,primary,no,8163,no,no,cellular,14,aug,1231,4,-1,0,,1
58,blue-collar,divorced,primary,no,2716,no,no,cellular,20,nov,163,2,-1,0,,1
32,technician,single,tertiary,no,703,yes,no,cellular,3,feb,489,2,271,2,success,0
30,services,married,secondary,no,271,yes,no,,15,may,365,1,-1,0,,0
35,management,married,tertiary,no,4038,yes,yes,,27,may,160,6,-1,0,,1
54,services,married,secondary,no,841,yes,no,,8,may,284,4,-1,0,,0
29,admin.,single,secondary,no,873,no,no,cellular,5,mar,41,2,-1,0,,0
37,admin.,single,secondary,no,18,no,no,,12,may,574,6,-1,0,,0
49,management,single,tertiary,no,151,yes,no,cellular,8,jul,97,3,-1,0,,1
39,management,single,tertiary,no,4023,yes,no,cellular,29,jan,126,2,238,8,other,1
57,management,married,tertiary,no,10583,no,no,cellular,25,mar,272,1,178,6,success,1
30,admin.,single,secondary,no,255,no,no,cellular,27,jan,143,1,-1,0,,1
57,management,divorced,,no,0,no,no,,16,jun,335,3,-1,0,,0
51,unemployed,married,secondary,no,1416,no,no,cellular,9,sep,345,1,-1,0,,1
54,blue-collar,married,secondary,no,21,no,no,cellular,15,jun,439,1,-1,0,,0
32,blue-collar,married,primary,no,-454,yes,yes,cellular,18,may,801,5,355,2,failure,1
36,self-employed,married,secondary,no,4579,yes,no,,5,jun,563,1,-1,0,,1
31,blue-collar,married,secondary,no,382,yes,no,cellular,16,apr,198,2,-1,0,,0
39,blue-collar,divorced,tertiary,no,382,no,no,cellular,18,jun,201,3,-1,0,,0
32,technician,single,secondary,no,1819,yes,no,cellular,20,apr,62,1,340,2,failure,1
53,blue-collar,married,secondary,no,-135,yes,no,,9,may,193,2,-1,0,,0
35,management,single,tertiary,no,0,no,no,cellular,18,aug,276,5,-1,0,,0
38,services,married,secondary,no,1005,yes,yes,,9,jun,152,2,-1,0,,0
29,management,single,tertiary,no,-27,no,no,cellular,13,may,270,1,-1,0,,1
34,blue-collar,married,secondary,no,463,yes,no,cellular,18,may,11,11,360,4,failure,0
33,blue-collar,married,primary,no,767,yes,no,,9,may,296,3,-1,0,,0
24,entrepreneur,single,secondary,no,69,yes,no,cellular,18,may,35,3,-1,0,,0
29,admin.,married,tertiary,no,167,yes,yes,cellular,13,oct,357,2,237,2,failure,0
34,blue-collar,married,secondary,no,965,yes,no,cellular,20,apr,372,2,332,2,other,0
28,blue-collar,married,secondary,no,339,yes,no,,26,may,100,2,-1,0,,0
48,management,single,tertiary,no,4558,no,no,cellular,14,aug,145,2,-1,0,,1
57,retired,married,primary,no,333,no,no,,22,aug,336,2,-1,0,,0
25,student,single,secondary,no,304,no,no,cellular,26,may,226,2,-1,0,,1
43,management,married,tertiary,no,0,no,no,cellular,1,jun,346,1,-1,0,,0
40,technician,single,secondary,no,2244,no,yes,cellular,20,aug,58,2,-1,0,,1
30,management,married,tertiary,no,3134,yes,no,cellular,17,jul,124,1,-1,0,,1
34,unemployed,single,secondary,no,0,no,no,cellular,17,nov,63,2,-1,0,,0
35,blue-collar,married,secondary,no,731,yes,no,cellular,20,apr,179,2,-1,0,,0
28,technician,single,,no,0,yes,no,cellular,27,jan,183,1,92,2,success,0
31,management,single,tertiary,no,-446,no,no,cellular,19,aug,156,4,-1,0,,0
44,management,married,tertiary,no,1034,no,no,cellular,17,nov,73,1,-1,0,,0
34,management,married,tertiary,no,589,no,no,cellular,1,sep,300,1,44,3,other,1
52,unemployed,married,primary,no,1724,no,no,cellular,29,jan,73,1,-1,0,,0
37,services,single,primary,no,0,no,yes,,2,jul,372,1,-1,0,,0
52,technician,divorced,secondary,no,409,yes,no,,15,may,73,7,-1,0,,0
59,management,single,tertiary,no,911,no,yes,,5,jun,172,2,-1,0,,0
40,admin.,divorced,secondary,no,90,yes,no,,9,jun,511,5,-1,0,,0
29,blue-collar,married,secondary,no,-8,yes,yes,,4,jun,433,2,-1,0,,0
46,blue-collar,married,primary,no,3969,no,no,telephone,7,jul,46,5,-1,0,,0
39,services,single,secondary,no,158,yes,no,,6,jun,354,2,-1,0,,0
56,technician,divorced,secondary,no,146,yes,no,cellular,5,aug,419,3,-1,0,,1
37,self-employed,married,tertiary,no,1510,yes,no,,3,jun,88,2,-1,0,,1
36,management,married,tertiary,no,396,no,no,cellular,21,nov,64,2,100,5,failure,0
47,technician,married,primary,no,50,no,no,telephone,7,jul,167,3,-1,0,,0
51,services,married,primary,no,314,yes,yes,telephone,8,may,713,3,-1,0,,0
52,retired,divorced,tertiary,no,-309,yes,no,,19,jun,500,2,-1,0,,1
44,blue-collar,single,primary,no,287,no,no,cellular,29,jan,301,1,-1,0,,0
39,technician,married,secondary,no,2765,yes,yes,,20,jun,116,3,-1,0,,1
38,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,nov,65,1,-1,0,,0
42,services,married,secondary,no,3236,no,no,,18,jun,521,11,-1,0,,1
32,management,married,tertiary,no,169,no,no,telephone,14,aug,698,2,-1,0,,1
41,blue-collar,married,secondary,no,598,yes,no,cellular,12,may,69,3,364,11,failure,0
56,technician,divorced,secondary,no,1561,no,no,cellular,13,aug,75,1,-1,0,,0
39,admin.,single,secondary,no,2749,yes,no,cellular,19,nov,128,1,-1,0,,0
31,services,single,secondary,no,183,yes,no,cellular,11,jul,60,2,-1,0,,0
42,blue-collar,married,primary,no,-119,yes,no,cellular,22,jul,167,3,-1,0,,0
49,services,married,secondary,no,2416,yes,no,cellular,16,apr,1366,1,-1,0,,1
56,entrepreneur,married,tertiary,no,8741,yes,no,,20,may,318,3,-1,0,,1
36,technician,married,secondary,no,-179,yes,no,cellular,17,jul,144,1,-1,0,,0
30,admin.,single,secondary,no,81,yes,no,cellular,6,aug,121,6,112,3,other,0
48,blue-collar,married,primary,no,3020,no,no,cellular,12,aug,645,3,-1,0,,1
29,services,single,secondary,no,-565,yes,no,,4,jun,109,1,-1,0,,0
22,student,single,tertiary,no,1161,no,yes,cellular,16,jun,119,1,-1,0,,0
29,admin.,married,secondary,no,265,yes,no,,23,may,329,2,-1,0,,0
60,retired,single,tertiary,no,7440,yes,no,,15,may,92,3,-1,0,,0
71,retired,married,,no,362,no,no,telephone,12,feb,139,2,-1,0,,0
25,technician,single,secondary,no,616,no,yes,cellular,28,jul,117,4,-1,0,,0
47,blue-collar,married,primary,no,0,no,no,cellular,7,aug,293,4,-1,0,,0
32,management,single,tertiary,no,974,yes,no,,3,jun,228,1,-1,0,,0
37,blue-collar,married,secondary,no,117,yes,no,,4,jun,52,1,-1,0,,0
26,unemployed,single,tertiary,no,23494,no,no,cellular,3,feb,136,1,-1,0,,1
45,entrepreneur,married,secondary,no,107,no,no,cellular,19,aug,129,11,-1,0,,0
32,admin.,single,tertiary,no,1531,yes,no,cellular,15,may,58,1,352,5,failure,1
27,blue-collar,single,secondary,no,535,no,no,cellular,15,feb,171,1,91,2,success,1
58,retired,married,secondary,no,-172,yes,no,,14,may,300,1,-1,0,,0
34,blue-collar,married,primary,no,157,yes,no,,23,may,20,17,-1,0,,0
47,,married,,no,194,no,no,cellular,4,aug,108,1,-1,0,,0
45,blue-collar,married,primary,no,1558,yes,no,cellular,6,may,179,1,-1,0,,0
60,technician,single,primary,no,11262,no,no,cellular,26,aug,323,1,-1,0,,1
51,admin.,married,,yes,-12,no,no,cellular,20,aug,18,7,-1,0,,0
45,technician,married,secondary,no,2403,no,no,cellular,13,feb,147,2,84,1,failure,0
26,student,single,secondary,no,91,yes,no,,14,may,174,2,-1,0,,0
47,blue-collar,married,primary,no,259,no,no,cellular,25,aug,83,5,-1,0,,0
42,blue-collar,married,,no,132,yes,no,,6,may,238,1,-1,0,,0
57,services,married,secondary,no,84,yes,no,,15,may,59,1,-1,0,,0
46,blue-collar,married,secondary,no,-3,yes,no,cellular,29,jan,79,2,265,2,failure,0
55,unemployed,married,secondary,no,1339,no,no,cellular,2,feb,299,2,-1,0,,0
28,management,single,tertiary,no,0,no,no,telephone,27,may,198,2,-1,0,,0
48,entrepreneur,married,secondary,no,86,yes,no,,13,may,98,1,-1,0,,0
32,housemaid,married,secondary,no,216,no,yes,cellular,9,jul,71,6,-1,0,,0
58,management,married,tertiary,no,889,no,no,cellular,11,aug,121,2,-1,0,,0
40,technician,divorced,tertiary,no,1871,yes,no,cellular,17,nov,64,1,-1,0,,1
26,blue-collar,married,secondary,no,624,yes,no,cellular,5,feb,188,1,247,4,other,0
33,management,married,tertiary,no,377,yes,no,,5,may,217,1,-1,0,,0
44,management,single,tertiary,no,6350,yes,no,cellular,9,jul,323,1,-1,0,,0
34,admin.,divorced,secondary,no,66,no,no,cellular,3,feb,11,6,-1,0,,0
30,technician,single,secondary,no,0,no,no,cellular,21,aug,166,4,-1,0,,0
49,services,married,primary,no,4713,yes,no,telephone,21,nov,33,1,-1,0,,0
39,blue-collar,married,secondary,no,1751,no,no,cellular,9,jul,178,2,-1,0,,1
36,management,divorced,tertiary,no,425,yes,yes,cellular,29,jan,202,2,-1,0,,0
46,blue-collar,married,secondary,no,0,yes,no,,26,may,208,2,-1,0,,0
42,blue-collar,divorced,secondary,no,47,yes,yes,,8,may,141,1,-1,0,,0
42,technician,married,tertiary,no,757,no,no,cellular,30,apr,354,1,79,1,success,1
38,blue-collar,married,primary,no,489,yes,no,cellular,2,feb,218,1,-1,0,,0
58,technician,married,primary,no,139,no,no,,11,jun,103,1,-1,0,,0
52,entrepreneur,divorced,tertiary,no,81,yes,no,,19,may,214,3,-1,0,,0
33,services,single,secondary,no,1940,yes,no,cellular,17,apr,239,3,329,2,failure,1
25,blue-collar,married,secondary,no,109,yes,no,,16,may,306,1,-1,0,,0
57,management,married,tertiary,no,0,yes,yes,,20,may,107,2,-1,0,,0
53,technician,married,secondary,no,1982,yes,yes,cellular,27,nov,160,1,-1,0,,1
44,blue-collar,divorced,secondary,no,-222,yes,no,,27,may,112,3,-1,0,,0
42,technician,married,secondary,no,3472,yes,no,,2,jun,61,2,-1,0,,1
42,admin.,divorced,secondary,no,2397,yes,no,cellular,15,apr,239,2,320,2,failure,1
31,management,single,tertiary,no,924,no,no,cellular,7,sep,231,1,94,3,success,1
57,housemaid,married,primary,no,151,yes,no,cellular,18,may,14,4,-1,0,,0
39,self-employed,married,secondary,yes,-571,no,no,,6,jun,180,2,-1,0,,0
45,blue-collar,married,secondary,no,863,yes,no,cellular,14,apr,565,2,-1,0,,0
53,technician,divorced,secondary,no,388,yes,yes,cellular,29,jan,67,1,247,1,failure,0
39,entrepreneur,divorced,tertiary,no,0,no,no,cellular,16,apr,561,3,-1,0,,0
36,admin.,married,secondary,no,1314,yes,no,cellular,17,jul,330,3,-1,0,,0
37,entrepreneur,single,secondary,no,654,no,no,,19,may,594,2,-1,0,,0
47,admin.,married,secondary,no,1265,no,no,cellular,7,aug,137,2,-1,0,,0
45,management,married,tertiary,no,1929,yes,no,,29,may,44,15,-1,0,,0
36,self-employed,divorced,secondary,no,-38,yes,no,cellular,18,nov,244,2,-1,0,,0
36,technician,married,secondary,no,1368,no,no,cellular,1,jun,516,1,292,5,failure,1
44,services,married,secondary,no,-627,yes,no,,26,may,373,2,-1,0,,0
40,technician,married,secondary,no,4,yes,yes,cellular,4,aug,135,3,-1,0,,0
56,management,married,tertiary,no,982,no,no,cellular,19,aug,113,6,-1,0,,0
38,management,single,tertiary,no,690,yes,no,,20,may,34,1,-1,0,,0
47,self-employed,married,tertiary,no,1917,no,no,,20,jun,39,2,-1,0,,1
34,services,married,secondary,no,254,yes,no,cellular,28,jul,276,2,-1,0,,0
26,services,divorced,secondary,no,1600,yes,yes,,30,may,288,3,-1,0,,1
47,admin.,married,secondary,no,996,no,no,telephone,29,aug,247,2,-1,0,,0
26,technician,married,secondary,no,-119,no,yes,cellular,9,jul,359,5,-1,0,,1
57,blue-collar,married,secondary,no,75,no,no,cellular,8,jul,157,8,-1,0,,0
38,technician,married,secondary,no,2767,yes,no,cellular,21,nov,711,2,-1,0,,1
