age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
55,technician,married,secondary,no,1019,yes,yes,,27,may,220,1,-3,0,,0
33,admin.,single,secondary,no,431,yes,no,cellular,12,may,238,2,362,2,failure,0
51,technician,divorced,secondary,no,19,yes,no,,5,jun,286,1,-1,0,,0
30,student,single,tertiary,no,88,yes,no,cellular,14,may,26,1,0,0,,0
20,blue-collar,married,primary,no,-174,yes,yes,,19,may,233,3,-3,0,,0
30,services,single,secondary,no,242,yes,no,cellular,8,may,225,5,0,0,,0
26,management,single,tertiary,no,3,no,no,cellular,23,feb,176,1,0,0,,0
33,admin.,divorced,secondary,yes,28,yes,no,cellular,6,may,245,1,358,3,failure,0
25,blue-collar,single,secondary,no,89,yes,yes,,20,jun,22,16,-1,0,,0
58,management,divorced,secondary,no,3182,no,no,telephone,30,jul,541,2,-3,0,,1
43,management,married,tertiary,no,540,yes,no,cellular,14,may,162,4,1,0,,0
41,management,married,primary,no,-685,yes,yes,,28,may,213,2,-2,0,,0
39,management,divorced,primary,no,503,yes,no,cellular,8,may,206,2,-2,0,,0
57,technician,married,secondary,no,28,no,no,,20,jun,45,4,-1,0,,0
41,blue-collar,married,primary,no,391,yes,yes,telephone,10,jul,384,2,0,0,,0
33,technician,single,secondary,no,285,no,no,cellular,25,aug,74,6,-2,0,,0
34,blue-collar,married,primary,no,1203,yes,yes,,26,may,185,7,0,0,,0
46,technician,married,tertiary,no,4169,yes,no,,12,jun,152,6,0,0,,0
34,services,married,secondary,no,1264,yes,no,,21,may,491,3,-3,0,,0
44,technician,divorced,,no,1827,no,no,,20,jun,44,2,0,0,,0
40,management,married,tertiary,no,115,yes,yes,cellular,18,nov,170,2,-2,0,,0
37,blue-collar,married,secondary,no,37,yes,no,,15,may,382,7,0,0,,0
56,technician,single,secondary,no,3509,yes,no,,29,may,248,3,0,0,,0
30,management,married,tertiary,no,5220,yes,no,cellular,19,nov,114,1,-2,0,,0
47,blue-collar,married,primary,no,-22,no,no,cellular,7,aug,297,4,-2,0,,0
59,housemaid,married,secondary,no,351,no,no,,9,jun,38,1,-1,0,,0
33,technician,single,secondary,no,326,no,yes,,12,may,290,3,0,0,,0
46,management,single,secondary,no,1598,no,no,cellular,31,jul,126,6,-2,0,,0
36,entrepreneur,married,tertiary,no,87,no,yes,cellular,15,jul,303,14,-2,0,,0
34,technician,single,secondary,no,4349,no,no,cellular,13,aug,123,2,0,0,,0
52,entrepreneur,divorced,tertiary,no,1057,no,yes,cellular,9,feb,214,4,-1,0,,0
59,entrepreneur,divorced,secondary,no,57,no,yes,cellular,2,feb,71,2,-1,0,,0
50,blue-collar,married,primary,no,77,yes,no,,29,may,179,1,-1,0,,0
46,blue-collar,married,secondary,no,1728,no,no,cellular,26,apr,103,3,192,4,other,0
28,student,single,tertiary,no,5780,no,no,cellular,10,sep,1040,5,199,3,failure,1
28,admin.,single,secondary,no,-248,yes,no,cellular,8,may,138,4,339,4,other,0
62,retired,married,secondary,no,4798,no,no,cellular,6,aug,117,1,-1,0,,0
58,retired,married,,no,921,no,no,cellular,5,aug,154,1,0,0,,0
33,blue-collar,married,secondary,no,358,yes,no,,9,may,362,1,0,0,,0
35,management,married,tertiary,no,741,yes,no,telephone,12,may,12,7,173,4,other,0
35,blue-collar,married,secondary,no,900,yes,no,cellular,20,apr,323,1,0,0,,0
26,management,single,tertiary,no,1230,no,yes,cellular,11,feb,110,1,-1,0,,0
37,blue-collar,married,secondary,no,692,yes,no,cellular,14,may,139,1,-2,0,,0
33,technician,married,secondary,no,2285,yes,yes,cellular,7,jul,211,2,1,0,,0
41,management,married,tertiary,no,4071,yes,no,cellular,12,may,13,5,174,2,failure,0
44,blue-collar,married,primary,no,-161,yes,no,,7,may,440,2,0,0,,0
38,blue-collar,married,secondary,no,37,yes,no,cellular,7,may,54,1,338,1,failure,0
31,blue-collar,married,,no,75,yes,no,,23,may,95,17,0,0,,0
45,admin.,single,secondary,no,-113,yes,no,,9,may,132,1,-2,0,,0
39,blue-collar,married,primary,no,1448,yes,no,cellular,11,may,299,2,0,0,,0
29,blue-collar,married,secondary,no,-29,yes,no,cellular,11,may,116,6,-1,0,,0
39,technician,married,tertiary,no,-55,no,no,cellular,28,jan,112,2,-2,0,,0
43,entrepreneur,single,,no,377,no,no,cellular,28,jan,162,1,226,1,success,0
38,unemployed,single,secondary,no,1338,yes,no,cellular,13,may,367,2,342,4,failure,0
44,services,divorced,secondary,no,-17,yes,yes,,13,may,99,1,-3,0,,0
58,blue-collar,married,secondary,no,166,no,yes,cellular,25,jul,72,2,-2,0,,0
35,technician,single,secondary,no,1685,yes,no,cellular,26,may,57,1,107,1,success,0
32,entrepreneur,single,tertiary,no,909,yes,yes,cellular,28,aug,26,10,-1,0,,0
37,services,married,secondary,no,38,yes,no,,8,may,354,3,1,0,,0
28,entrepreneur,married,secondary,no,418,yes,no,,19,may,397,2,-1,0,,0
34,blue-collar,married,secondary,no,2435,yes,no,cellular,14,may,329,2,-1,0,,0
53,management,married,tertiary,no,3780,no,no,cellular,22,apr,304,1,277,2,failure,1
43,technician,divorced,secondary,no,69,yes,no,cellular,28,jan,131,1,246,2,failure,0
27,technician,single,secondary,no,570,yes,no,,28,may,199,3,-1,0,,0
52,technician,married,tertiary,no,647,yes,no,cellular,20,apr,220,1,-1,0,,0
43,services,married,secondary,no,671,no,no,cellular,31,jul,640,2,-2,0,,0
26,services,divorced,secondary,no,1577,yes,yes,,30,may,288,3,0,0,,0
30,technician,single,secondary,no,-34,no,no,cellular,21,aug,169,4,0,0,,0
45,blue-collar,married,secondary,no,62,yes,no,,6,may,249,1,-2,0,,0
32,blue-collar,married,secondary,no,-39,yes,no,cellular,5,may,320,2,-1,0,,0
46,management,married,secondary,no,667,no,yes,cellular,7,jul,135,1,1,0,,0
55,management,married,primary,no,596,no,yes,cellular,2,feb,114,1,209,1,failure,0
41,blue-collar,married,secondary,no,1382,yes,no,cellular,18,nov,22,1,-2,0,,0
33,management,married,secondary,no,3919,yes,no,cellular,6,may,763,1,341,2,failure,1
49,admin.,divorced,secondary,no,1201,no,no,cellular,27,jul,139,2,180,4,success,0
48,services,divorced,primary,no,-153,no,yes,,19,jun,167,2,0,0,,0
56,unemployed,married,primary,no,182,yes,no,cellular,19,nov,152,1,0,0,,0
37,technician,married,secondary,no,49,yes,yes,cellular,21,nov,43,1,-2,0,,0
26,student,single,secondary,no,1131,no,no,cellular,9,jul,112,1,303,1,other,0
39,technician,single,secondary,no,326,yes,no,cellular,14,jul,81,3,-2,0,,0
59,admin.,married,secondary,no,70,no,no,cellular,22,may,185,1,-2,0,,1
48,blue-collar,married,secondary,no,4777,yes,yes,cellular,19,nov,612,2,-3,0,,0
51,management,single,tertiary,no,2327,no,no,telephone,9,feb,12,8,-2,0,,0
56,retired,married,primary,no,837,no,no,,5,jun,142,2,-1,0,,0
28,student,single,secondary,no,909,no,no,cellular,8,nov,138,1,97,1,failure,0
56,admin.,married,secondary,no,353,yes,no,,5,may,105,2,-2,0,,0
34,admin.,single,secondary,no,258,no,no,cellular,8,jul,85,2,-1,0,,0
31,technician,married,secondary,no,492,yes,yes,cellular,27,aug,312,4,-3,0,,0
49,management,married,tertiary,no,14,no,no,cellular,9,jul,90,1,-1,0,,0
59,housemaid,married,tertiary,no,30,no,no,telephone,13,nov,494,1,-2,0,,1
46,unemployed,single,tertiary,no,716,no,no,cellular,4,feb,399,1,-1,0,,0
46,management,married,tertiary,no,200,yes,no,cellular,17,nov,57,1,-1,0,,0
53,management,married,secondary,no,-181,yes,no,,9,may,125,2,0,0,,0
28,admin.,single,,no,156,no,no,cellular,28,sep,180,1,-2,0,,0
31,technician,single,secondary,no,3611,no,no,telephone,28,aug,61,27,-1,0,,0
33,management,divorced,tertiary,no,2204,no,no,cellular,3,jun,199,1,-3,0,,1
53,self-employed,divorced,secondary,no,8124,yes,yes,cellular,15,apr,71,1,146,1,failure,0
37,management,married,tertiary,no,-87,yes,no,cellular,31,jul,40,20,0,0,,0
49,technician,married,tertiary,no,6164,no,no,,20,jun,107,3,-1,0,,0
34,technician,married,secondary,no,1005,no,no,cellular,25,aug,1376,10,-2,0,,1
62,retired,married,secondary,no,1517,no,no,cellular,13,oct,897,1,55,2,success,1
29,blue-collar,single,secondary,no,358,yes,no,cellular,4,feb,199,1,0,0,,0
35,management,married,tertiary,no,35,no,yes,cellular,16,jul,1653,5,-2,0,,1
31,admin.,single,secondary,no,520,yes,no,,3,jun,726,2,0,0,,0
43,self-employed,single,secondary,no,758,yes,no,,12,may,215,1,-1,0,,0
51,admin.,single,secondary,no,2087,yes,no,telephone,28,jul,126,8,-2,0,,0
46,blue-collar,married,primary,no,-325,yes,yes,cellular,10,jul,206,1,-1,0,,0
40,admin.,single,secondary,no,72,yes,no,cellular,11,aug,219,1,459,1,success,1
52,admin.,married,secondary,no,-61,no,yes,telephone,9,jul,56,1,-2,0,,0
51,management,married,secondary,no,342,no,no,cellular,22,apr,233,1,-2,0,,0
55,blue-collar,married,primary,no,265,no,yes,cellular,9,jul,115,1,-2,0,,0
69,retired,married,primary,no,325,no,no,cellular,12,aug,873,1,189,4,success,0
37,blue-collar,married,secondary,no,2845,yes,no,cellular,16,apr,278,2,147,3,failure,0
48,unemployed,married,primary,no,-39,no,no,cellular,29,jul,570,2,0,0,,0
39,services,divorced,secondary,no,622,yes,no,cellular,9,jul,865,1,0,0,,1
26,admin.,single,secondary,no,251,no,no,cellular,30,apr,456,1,80,1,success,1
34,housemaid,married,secondary,no,424,yes,no,cellular,15,jul,662,3,0,0,,0
53,self-employed,divorced,tertiary,no,499,yes,no,cellular,5,may,15,3,1,0,,0
55,,married,,no,671,no,no,,15,may,78,5,-3,0,,0
35,admin.,single,secondary,no,24,yes,no,,28,may,326,5,-1,0,,0
35,management,divorced,tertiary,no,120,no,yes,cellular,20,nov,723,1,-4,0,,1
28,management,married,tertiary,no,867,no,no,cellular,18,jan,205,2,95,2,success,0
49,retired,married,primary,no,1652,no,no,cellular,17,jul,129,3,-2,0,,0
41,unemployed,married,secondary,no,1101,yes,yes,telephone,9,dec,212,3,387,2,failure,1
41,blue-collar,married,secondary,no,23,yes,no,cellular,12,may,174,1,-1,0,,0
37,blue-collar,single,secondary,no,2475,yes,no,cellular,7,may,231,1,1,0,,0
26,technician,single,secondary,no,466,no,no,cellular,30,apr,379,1,-2,0,,1
32,management,single,tertiary,no,363,no,no,cellular,25,jan,100,1,200,3,success,0
30,admin.,single,secondary,no,285,yes,no,cellular,30,jul,71,11,1,0,,0
50,blue-collar,married,primary,no,2600,yes,yes,,20,may,180,6,-1,0,,0
54,management,married,tertiary,no,18,yes,no,cellular,24,jul,144,2,-1,0,,0
48,blue-collar,married,primary,no,3770,yes,no,cellular,13,apr,213,5,0,0,,0
47,admin.,married,secondary,no,1189,no,no,,19,jun,452,1,-3,0,,0
49,blue-collar,married,secondary,no,413,no,yes,cellular,30,jul,188,3,-3,0,,0
56,blue-collar,divorced,primary,yes,57,no,no,cellular,18,jul,303,3,1,0,,0
31,technician,married,secondary,no,-289,no,yes,cellular,20,aug,82,3,-2,0,,0
28,management,single,tertiary,no,1575,yes,no,cellular,1,sep,221,2,1,0,,1
51,management,single,tertiary,no,1531,yes,no,cellular,24,jul,868,3,0,0,,0
38,management,divorced,tertiary,no,184,yes,no,cellular,10,jul,477,1,-1,0,,0
33,management,married,tertiary,no,-26,yes,no,cellular,9,jul,314,1,-1,0,,0
31,blue-collar,single,secondary,no,802,no,no,,26,may,172,3,-2,0,,0
33,services,married,tertiary,no,557,no,no,cellular,4,feb,134,1,-1,0,,0
40,blue-collar,married,primary,no,93,yes,no,,26,may,473,2,0,0,,0
48,management,single,tertiary,no,641,yes,no,cellular,31,jul,461,2,1,0,,0
46,blue-collar,divorced,primary,no,2741,no,yes,cellular,8,jul,190,1,-1,0,,0
37,blue-collar,married,secondary,no,-81,no,no,telephone,17,jul,211,2,-2,0,,0
41,technician,divorced,tertiary,no,24081,no,yes,,20,jun,131,1,-2,0,,0
32,management,single,tertiary,no,598,no,no,cellular,7,aug,104,2,-2,0,,0
43,blue-collar,married,primary,no,782,yes,no,cellular,13,may,41,3,0,0,,0
41,technician,single,secondary,no,213,no,no,cellular,11,aug,230,2,-1,0,,0
51,management,married,tertiary,no,4920,no,no,cellular,23,apr,115,1,-3,0,,1
40,technician,married,secondary,no,285,no,no,,18,jun,1365,4,-1,0,,0
26,student,single,tertiary,no,264,yes,no,cellular,11,may,448,2,371,1,other,0
33,management,married,tertiary,no,-6,no,no,cellular,13,apr,249,2,-1,0,,0
42,entrepreneur,married,secondary,no,-16,yes,no,cellular,20,nov,72,4,1,0,,0
41,technician,married,secondary,no,-25,no,yes,cellular,23,jul,109,1,-2,0,,0
32,blue-collar,divorced,secondary,no,122,yes,yes,cellular,10,jul,121,1,0,0,,0
50,housemaid,married,primary,no,291,no,no,cellular,27,aug,964,5,-1,0,,0
33,management,married,tertiary,no,134,yes,no,,26,may,312,4,-1,0,,0
30,management,married,tertiary,no,23,yes,no,,27,may,173,1,-1,0,,0
48,blue-collar,married,secondary,no,8018,yes,no,cellular,11,may,238,2,346,1,failure,0
45,blue-collar,married,primary,no,-3,yes,no,telephone,24,jul,27,1,0,0,,0
33,technician,married,secondary,no,-58,yes,yes,cellular,19,nov,163,2,-1,0,,0
51,admin.,married,secondary,no,219,no,no,cellular,7,dec,312,2,-2,0,,1
32,management,single,tertiary,no,5306,no,no,cellular,21,nov,300,1,-3,0,,0
60,technician,divorced,tertiary,no,-368,no,yes,cellular,28,jul,76,6,0,0,,0
62,retired,married,secondary,no,2950,no,no,cellular,11,oct,125,2,181,2,failure,0
35,admin.,married,secondary,no,10106,no,yes,cellular,18,may,384,2,-1,0,,0
48,technician,married,secondary,no,622,yes,no,cellular,19,aug,228,4,0,0,,0
53,technician,married,secondary,no,886,no,no,cellular,17,nov,149,1,-2,0,,0
45,blue-collar,married,secondary,no,1081,yes,no,cellular,24,jul,829,2,-1,0,,0
56,retired,married,secondary,no,3758,yes,no,cellular,17,apr,156,1,305,6,other,1
34,management,married,tertiary,no,6826,yes,no,cellular,21,nov,8,3,-1,0,,0
34,student,married,tertiary,no,344,yes,no,,26,may,54,3,1,0,,0
60,technician,married,secondary,no,936,no,no,,4,aug,68,1,0,0,,0
49,services,married,secondary,no,282,yes,no,telephone,14,jul,164,3,-3,0,,0
48,blue-collar,married,secondary,no,1923,no,no,cellular,29,aug,18,6,-3,0,,0
53,housemaid,single,primary,no,103,no,no,cellular,5,feb,230,2,0,0,,0
39,services,divorced,secondary,no,6,yes,yes,,25,jun,94,2,-2,0,,0
33,management,single,tertiary,no,60,yes,no,cellular,22,jul,1077,1,-1,0,,1
44,technician,married,tertiary,no,-14,yes,yes,cellular,20,nov,283,6,191,2,failure,0
58,retired,married,,no,28,no,no,cellular,11,aug,275,2,-1,0,,0
31,technician,married,secondary,no,436,no,no,cellular,20,nov,176,1,0,0,,0
50,retired,married,secondary,no,6993,yes,no,,29,may,1195,1,0,0,,0
31,management,married,tertiary,no,283,yes,no,,14,may,144,1,-1,0,,0
59,self-employed,married,secondary,no,1987,no,no,,11,jun,141,1,-2,0,,0
23,services,single,secondary,no,134,yes,no,,16,may,373,2,-3,0,,0
30,management,divorced,tertiary,no,148,yes,no,cellular,18,jul,150,1,-2,0,,0
31,technician,married,tertiary,no,31,no,no,cellular,29,aug,70,2,0,0,,0
59,management,divorced,tertiary,no,4,no,no,telephone,30,jul,198,3,-2,0,,0
37,unemployed,single,tertiary,no,1234,no,no,cellular,5,aug,147,1,96,2,success,1
43,technician,single,tertiary,no,285,yes,no,telephone,14,may,148,2,360,1,other,0
23,student,single,tertiary,no,348,no,no,cellular,16,jun,87,2,-1,0,,0
57,management,married,primary,no,580,no,no,,9,jun,188,2,-1,0,,0
50,entrepreneur,married,tertiary,no,1590,yes,no,,23,may,22,2,-1,0,,0
42,technician,single,secondary,no,52,no,no,telephone,31,jul,30,13,-3,0,,0
36,blue-collar,married,secondary,no,141,yes,no,telephone,9,feb,54,5,-1,0,,0
39,management,single,tertiary,no,241,yes,no,,5,may,292,1,0,0,,0
30,services,married,secondary,no,-17,yes,yes,cellular,17,apr,75,1,327,2,other,0
32,housemaid,married,primary,no,-169,yes,no,cellular,6,feb,126,2,195,1,failure,0
32,admin.,single,secondary,no,113,no,yes,cellular,16,jul,257,2,-3,0,,0
44,services,married,secondary,no,1428,yes,no,cellular,14,apr,353,1,313,2,failure,0
39,management,married,tertiary,no,3,yes,no,,29,may,184,2,0,0,,0
56,retired,married,secondary,no,746,no,yes,cellular,6,aug,310,6,0,0,,0
30,services,single,tertiary,no,659,yes,yes,cellular,15,may,116,1,-2,0,,0
36,self-employed,single,tertiary,no,256,no,no,cellular,5,feb,227,1,-1,0,,0
57,services,single,secondary,no,2287,yes,no,,14,may,76,2,-1,0,,0
24,services,married,secondary,yes,73,yes,no,,23,may,30,1,-2,0,,0
60,retired,married,primary,no,1681,yes,no,,4,jun,147,2,-2,0,,0
39,,married,primary,no,2885,no,no,,19,jun,132,1,0,0,,0
26,self-employed,single,secondary,no,534,no,no,cellular,8,jul,528,1,-1,0,,1
33,blue-collar,married,primary,no,281,yes,no,cellular,20,nov,249,1,-2,0,,0
57,housemaid,married,primary,no,7145,no,no,,6,jun,74,3,0,0,,0
56,unemployed,married,primary,no,13,yes,no,,26,may,252,1,-1,0,,0
34,blue-collar,married,secondary,no,568,no,yes,cellular,3,feb,147,2,-2,0,,0
44,blue-collar,married,primary,no,144,yes,no,,7,may,152,1,-1,0,,0
29,technician,single,tertiary,no,2210,no,no,cellular,22,oct,261,2,139,1,other,1
52,blue-collar,married,secondary,no,8993,yes,no,telephone,20,nov,71,3,0,0,,0
42,self-employed,married,secondary,no,20,yes,no,cellular,14,may,55,5,1,0,,0
54,admin.,married,secondary,no,846,yes,no,cellular,17,nov,75,1,-1,0,,0
28,unemployed,single,tertiary,no,-6,no,no,cellular,8,nov,16,1,-3,0,,0
43,services,divorced,secondary,no,28,yes,no,,6,may,129,2,-3,0,,0
36,entrepreneur,married,tertiary,no,153,no,yes,cellular,15,jul,308,14,-1,0,,0
44,technician,married,tertiary,no,603,yes,no,cellular,13,may,86,2,0,0,,0
30,blue-collar,married,secondary,no,1470,yes,no,,20,may,139,1,-1,0,,0
45,unemployed,divorced,primary,no,733,no,no,cellular,20,apr,99,1,325,4,failure,0
48,services,married,secondary,no,212,yes,yes,,12,may,290,6,-3,0,,0
38,services,married,secondary,no,8858,no,no,cellular,19,nov,634,1,-2,0,,0
34,technician,married,secondary,no,620,yes,no,cellular,15,may,86,1,-2,0,,0
42,admin.,married,secondary,no,3828,no,no,cellular,31,jul,129,4,-1,0,,0
47,housemaid,married,tertiary,no,268,no,no,telephone,21,nov,6,5,136,1,failure,0
39,blue-collar,married,secondary,no,343,yes,no,cellular,18,nov,367,1,0,0,,0
29,blue-collar,married,secondary,no,22,yes,no,cellular,25,jul,231,8,-2,0,,0
34,admin.,married,secondary,no,154,yes,no,cellular,21,jul,126,1,-2,0,,0
45,technician,married,secondary,no,1133,yes,no,telephone,22,jul,27,1,-1,0,,0
35,technician,married,secondary,no,2728,no,no,cellular,22,oct,117,2,0,0,,1
43,blue-collar,married,primary,no,49,no,no,cellular,8,may,484,2,367,2,other,0
34,management,married,secondary,no,5098,no,yes,cellular,10,jul,552,2,-2,0,,0
27,admin.,single,secondary,no,590,yes,no,cellular,20,apr,19,5,323,4,other,0
41,management,married,tertiary,no,2641,yes,no,cellular,29,jan,108,1,182,10,other,0
33,admin.,married,secondary,no,67,yes,yes,,7,may,232,1,0,0,,0
26,management,single,tertiary,no,7634,no,no,cellular,1,apr,260,1,0,0,,0
60,management,married,tertiary,no,13545,no,no,cellular,17,apr,453,3,0,0,,1
60,blue-collar,divorced,primary,no,73,yes,no,,6,jun,66,3,-2,0,,0
32,self-employed,married,primary,no,272,yes,no,cellular,6,aug,176,1,1,0,,0
32,management,single,tertiary,no,249,yes,no,,9,may,208,2,-3,0,,0
27,admin.,single,primary,no,538,yes,yes,cellular,18,may,269,2,311,2,failure,0
26,student,single,secondary,no,394,no,no,telephone,12,aug,479,2,-2,0,,0
29,technician,single,tertiary,no,1671,no,no,cellular,3,feb,289,1,0,0,,1
53,blue-collar,married,primary,no,-1458,yes,no,,23,may,166,2,0,0,,0
60,management,married,secondary,no,383,no,no,,18,jun,81,2,-2,0,,0
32,technician,married,tertiary,no,44,no,no,cellular,14,may,228,1,347,1,failure,0
27,student,single,secondary,no,1400,no,no,cellular,2,feb,96,1,0,0,,0
37,technician,married,secondary,no,500,yes,yes,,23,may,156,1,0,0,,0
34,technician,married,secondary,no,906,no,no,telephone,3,feb,163,2,172,3,failure,0
28,admin.,married,secondary,no,-112,yes,no,,6,jun,157,5,0,0,,0
36,self-employed,single,tertiary,no,606,yes,no,cellular,15,may,32,1,299,1,failure,0
34,technician,married,secondary,no,20,yes,no,cellular,3,feb,144,1,89,2,other,0
43,admin.,single,secondary,no,745,yes,no,cellular,21,aug,126,1,90,4,success,1
34,admin.,single,secondary,no,270,no,no,cellular,21,dec,91,3,200,6,success,0
27,blue-collar,single,primary,no,404,yes,no,,15,may,287,2,-1,0,,0
66,housemaid,divorced,primary,no,3707,no,no,telephone,3,mar,830,1,-2,0,,1
30,student,single,tertiary,no,3017,no,no,cellular,23,jul,248,1,536,1,failure,1
47,blue-collar,married,,no,-330,yes,no,,19,may,19,14,0,0,,0
41,blue-collar,married,primary,no,2466,yes,no,,15,may,1055,1,-2,0,,1
63,retired,married,primary,no,12095,no,no,telephone,20,oct,2190,1,-1,0,,0
46,blue-collar,married,secondary,no,3979,no,no,cellular,3,feb,380,5,217,5,other,0
26,technician,single,secondary,no,1880,no,no,cellular,2,aug,1014,3,276,2,other,0
34,technician,single,tertiary,no,32,no,no,cellular,19,aug,288,4,0,0,,0
37,self-employed,married,secondary,no,734,yes,yes,cellular,21,aug,163,3,-3,0,,0
39,technician,single,tertiary,no,772,yes,no,cellular,7,may,70,1,-1,0,,0
47,technician,married,secondary,no,327,no,no,cellular,29,jul,43,5,0,0,,0
28,blue-collar,married,secondary,no,59,yes,no,,13,may,162,3,-1,0,,0
37,self-employed,divorced,secondary,no,1047,no,no,cellular,2,feb,128,3,5,5,other,0
36,blue-collar,married,primary,no,-247,yes,yes,,16,jun,187,2,1,0,,0
44,unemployed,divorced,primary,no,820,no,no,,30,may,497,4,-3,0,,0
28,management,single,tertiary,no,1801,no,no,cellular,28,dec,1472,1,144,10,other,0
51,services,married,,no,182,yes,no,,13,may,203,3,0,0,,0
41,management,married,tertiary,no,27716,no,no,cellular,12,feb,132,2,185,3,success,1
44,self-employed,married,primary,no,38,no,no,cellular,12,aug,329,2,-2,0,,0
37,unemployed,single,secondary,no,61,no,no,cellular,31,jul,43,10,-1,0,,0
51,services,married,tertiary,no,244,yes,no,cellular,7,may,151,3,363,2,failure,0
26,admin.,single,secondary,no,1174,no,no,cellular,29,jan,229,3,-2,0,,0
35,technician,single,tertiary,no,370,no,yes,cellular,30,jan,162,3,204,3,failure,0
34,admin.,divorced,secondary,no,58,no,no,cellular,3,feb,15,6,-1,0,,0
50,technician,divorced,secondary,no,-730,yes,yes,cellular,24,jul,148,1,-1,0,,0
56,admin.,married,secondary,no,1667,no,no,cellular,28,may,157,2,-2,0,,0
31,admin.,single,secondary,no,-72,yes,no,,16,may,252,17,-1,0,,0
45,blue-collar,married,primary,no,643,yes,no,cellular,20,apr,896,2,-1,0,,0
45,admin.,single,secondary,no,211,no,yes,cellular,10,jul,332,1,-3,0,,0
37,management,married,tertiary,no,85,no,no,cellular,16,apr,113,4,0,0,,0
35,admin.,single,secondary,no,2161,yes,no,,3,jun,360,3,-1,0,,0
28,technician,single,tertiary,no,-36,yes,no,,4,jun,206,6,1,0,,0
62,housemaid,married,,no,2029,no,no,telephone,26,feb,357,1,-1,0,,1
45,technician,married,secondary,no,533,no,no,cellular,8,aug,153,2,-1,0,,0
