age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
53,services,married,secondary,no,2781,yes,no,,8,may,409,3,-1,0,,0
38,technician,married,secondary,no,1400,yes,no,,23,may,681,4,-1,0,,0
44,blue-collar,married,secondary,no,1391,yes,no,,9,may,277,5,-1,0,,0
60,entrepreneur,divorced,primary,no,1678,yes,no,,7,may,828,4,-1,0,,0
49,services,married,secondary,no,1400,yes,yes,cellular,4,jun,492,4,122,2,failure,1
52,blue-collar,married,primary,no,1817,yes,no,,2,jun,462,7,-1,0,,0
55,blue-collar,married,primary,no,2694,yes,no,,14,may,304,4,-1,0,,0
60,management,married,tertiary,no,1425,no,yes,cellular,15,jul,310,5,-1,0,,0
43,technician,married,secondary,no,1414,yes,no,telephone,18,nov,163,3,-1,0,,0
38,services,single,secondary,no,1420,yes,no,cellular,20,apr,544,8,340,1,failure,0
34,unemployed,single,secondary,no,1511,no,no,cellular,9,jul,677,3,-1,0,,1
61,technician,married,secondary,no,3176,no,no,,18,jun,583,9,-1,0,,0
50,technician,married,secondary,no,2169,no,no,,5,jun,230,3,-1,0,,0
58,self-employed,married,secondary,no,6712,no,no,cellular,23,jul,246,5,-1,0,,0
43,admin.,married,secondary,no,1469,yes,yes,,6,may,375,4,-1,0,,0
43,services,married,secondary,no,1986,yes,yes,cellular,17,apr,236,4,344,2,failure,0
39,management,married,tertiary,no,1165,yes,no,cellular,20,apr,686,4,-1,0,,0
35,blue-collar,single,secondary,no,1436,no,yes,cellular,29,jul,254,6,-1,0,,0
38,technician,single,tertiary,no,1134,no,yes,cellular,25,aug,206,6,-1,0,,0
68,management,married,tertiary,no,4801,no,no,cellular,2,feb,261,3,95,2,success,0
51,technician,married,tertiary,no,1400,no,no,cellular,4,aug,1628,4,-1,0,,1
64,blue-collar,married,primary,no,4165,no,no,cellular,13,apr,362,5,-1,0,,0
31,management,single,secondary,no,1485,yes,no,,19,may,249,4,-1,0,,0
47,management,single,tertiary,no,2740,yes,no,cellular,20,apr,427,5,-1,0,,0
53,management,single,tertiary,no,7169,no,no,cellular,20,nov,199,5,-1,0,,0
68,blue-collar,married,primary,no,1414,yes,yes,cellular,15,may,921,6,178,3,failure,0
32,self-employed,single,tertiary,no,3776,no,no,cellular,11,aug,263,3,106,1,success,0
38,management,single,tertiary,no,15163,no,no,cellular,18,aug,453,5,-1,0,,0
65,retired,married,tertiary,no,1431,no,no,cellular,19,aug,400,4,-1,0,,0
51,housemaid,single,primary,no,2754,no,no,,17,jun,323,4,-1,0,,0
56,management,married,secondary,no,4660,no,no,,20,jun,251,5,-1,0,,0
60,technician,divorced,tertiary,no,2128,no,no,,16,jun,784,3,-1,0,,0
63,blue-collar,married,secondary,no,2231,yes,no,,14,may,284,3,-1,0,,0
50,blue-collar,married,secondary,no,3358,yes,no,,30,may,264,5,-1,0,,0
43,technician,married,secondary,no,1549,yes,no,cellular,29,jan,239,3,245,2,failure,0
45,self-employed,married,secondary,no,9630,yes,no,cellular,17,nov,191,3,-1,0,,0
40,unemployed,married,tertiary,no,1400,no,no,cellular,4,feb,246,3,-1,0,,0
40,housemaid,married,primary,no,1467,yes,no,cellular,16,jul,235,6,-1,0,,0
42,blue-collar,married,primary,no,7975,yes,no,,26,may,545,6,-1,0,,0
49,entrepreneur,married,tertiary,no,1521,yes,no,cellular,5,may,596,3,287,1,failure,0
37,technician,single,secondary,no,2178,yes,no,,6,jun,2134,4,-1,0,,0
50,technician,married,secondary,no,90,yes,yes,,28,may,302,3,-1,0,,0
39,blue-collar,single,secondary,no,2758,yes,yes,,23,may,479,4,-1,0,,0
51,blue-collar,married,secondary,no,4460,yes,no,,15,may,393,4,-1,0,,0
44,blue-collar,married,secondary,no,3495,yes,no,cellular,7,may,262,4,-1,0,,0
51,admin.,married,secondary,no,1716,yes,no,cellular,17,apr,429,3,-1,0,,0
45,management,married,tertiary,no,1966,no,no,cellular,25,aug,603,6,-1,0,,0
41,services,married,secondary,no,6363,yes,no,,20,may,288,4,-1,0,,0
60,housemaid,married,primary,no,4683,no,no,,11,jun,693,3,-1,0,,0
55,services,married,secondary,no,2949,yes,no,,14,may,235,8,-1,0,,0
37,services,single,secondary,no,1841,yes,no,cellular,17,apr,209,3,-1,0,,0
39,student,single,,no,4282,yes,no,cellular,6,may,298,4,-1,0,,0
65,management,married,tertiary,no,3232,yes,no,cellular,2,nov,271,4,-1,0,,0
48,blue-collar,married,secondary,no,1716,yes,no,,7,may,406,4,-1,0,,0
50,blue-collar,single,secondary,no,2025,no,no,,19,jun,791,5,-1,0,,1
49,admin.,married,secondary,no,4604,no,yes,cellular,30,jan,350,4,-1,0,,0
33,technician,single,secondary,no,1934,no,no,cellular,15,jul,307,9,-1,0,,0
48,management,divorced,secondary,no,774,yes,no,cellular,7,jul,280,6,-1,0,,0
57,services,single,primary,no,1514,yes,no,,7,may,239,4,-1,0,,0
40,technician,single,tertiary,no,2249,yes,no,cellular,28,jul,429,7,-1,0,,0
46,blue-collar,married,secondary,no,2102,no,no,,17,jun,232,4,-1,0,,0
52,management,married,secondary,no,14454,yes,no,cellular,11,may,611,4,174,12,other,0
41,management,married,tertiary,no,9739,yes,no,cellular,5,may,475,4,165,5,other,0
43,technician,single,tertiary,no,14860,yes,no,cellular,15,may,1208,5,-1,0,,1
41,management,married,tertiary,no,1400,yes,no,cellular,17,apr,518,3,-1,0,,1
44,entrepreneur,married,tertiary,no,1525,yes,no,,6,may,235,5,-1,0,,0
42,self-employed,single,tertiary,no,1436,no,no,telephone,28,jan,195,3,-1,0,,0
61,services,divorced,secondary,no,1400,no,no,cellular,12,mar,220,4,-1,0,,1
65,blue-collar,married,primary,no,2079,yes,no,,6,jun,218,5,-1,0,,0
53,management,married,,no,2925,no,no,cellular,29,jul,176,4,-1,0,,0
58,management,married,tertiary,no,1424,no,no,cellular,20,aug,297,3,-1,0,,0
62,management,married,tertiary,no,15507,no,no,cellular,17,nov,238,3,-1,0,,0
52,management,married,tertiary,no,1768,no,no,cellular,9,jul,213,5,-1,0,,0
39,unemployed,divorced,tertiary,no,1656,yes,no,cellular,2,feb,404,3,201,2,success,0
39,technician,married,secondary,no,1404,yes,no,cellular,17,apr,374,4,-1,0,,0
45,technician,divorced,secondary,no,1541,yes,no,cellular,6,may,988,3,364,3,failure,1
56,housemaid,married,secondary,no,4970,no,no,cellular,5,jun,198,4,-1,0,,0
54,blue-collar,married,secondary,no,2024,yes,no,cellular,16,apr,341,3,-1,0,,0
58,technician,married,secondary,no,1789,yes,no,,8,may,250,3,-1,0,,0
38,blue-collar,single,secondary,no,1580,no,no,cellular,14,jul,343,3,183,2,failure,0
43,services,married,secondary,no,1611,yes,no,cellular,12,may,327,3,-1,0,,0
48,student,married,secondary,no,1660,no,no,,20,jun,337,8,-1,0,,0
52,blue-collar,married,primary,no,1913,yes,no,cellular,6,may,478,6,-1,0,,0
42,blue-collar,divorced,,no,1572,no,no,cellular,15,jun,317,3,-1,0,,1
40,admin.,married,secondary,no,1742,no,no,cellular,29,jan,319,3,-1,0,,0
43,admin.,single,secondary,no,3121,no,no,telephone,30,jan,243,5,-1,0,,0
53,admin.,married,secondary,no,1571,yes,no,,12,may,679,3,-1,0,,0
45,admin.,single,tertiary,no,2400,yes,no,cellular,22,sep,379,3,99,2,success,1
38,student,single,tertiary,no,1546,no,no,cellular,28,jul,450,4,-1,0,,0
42,services,married,secondary,no,1427,yes,yes,cellular,31,jul,389,5,-1,0,,0
40,entrepreneur,married,primary,no,1456,no,no,,2,jun,529,3,-1,0,,0
41,management,single,tertiary,no,1400,yes,no,telephone,5,may,539,4,358,5,other,0
77,retired,divorced,tertiary,no,1647,no,no,cellular,22,apr,278,4,-1,0,,1
51,services,married,secondary,no,3878,yes,no,cellular,28,jan,487,3,230,1,failure,0
49,blue-collar,married,primary,no,3305,yes,no,,2,jun,304,6,-1,0,,0
57,blue-collar,married,secondary,no,1519,yes,no,cellular,13,may,218,3,-1,0,,0
36,technician,single,tertiary,no,5653,yes,no,cellular,4,feb,476,8,-1,0,,0
41,services,divorced,secondary,no,1469,yes,no,cellular,2,feb,440,4,-1,0,,0
51,blue-collar,married,secondary,no,7397,yes,no,cellular,15,may,410,5,-1,0,,0
53,unemployed,married,tertiary,no,2548,no,no,cellular,19,nov,922,4,-1,0,,0
53,blue-collar,single,primary,no,2406,no,no,,20,jun,264,3,-1,0,,0
59,technician,divorced,secondary,no,7364,yes,no,cellular,18,nov,717,6,-1,0,,0
65,admin.,married,primary,no,1615,yes,yes,cellular,17,jul,350,4,-1,0,,0
49,admin.,married,secondary,no,6510,yes,no,cellular,13,apr,371,3,-1,0,,0
45,admin.,married,secondary,no,2510,yes,no,telephone,22,jul,942,13,-1,0,,1
57,blue-collar,married,secondary,no,2313,yes,yes,,21,may,318,5,-1,0,,0
45,services,married,secondary,no,1735,yes,no,cellular,12,may,247,4,368,2,failure,0
48,services,married,secondary,no,2585,yes,no,cellular,11,may,234,3,-1,0,,0
42,entrepreneur,divorced,tertiary,no,1662,no,no,cellular,20,nov,511,3,-1,0,,0
42,blue-collar,single,secondary,no,2255,yes,no,cellular,16,jul,718,3,-1,0,,1
65,management,married,tertiary,no,2810,yes,no,cellular,10,jul,325,3,-1,0,,0
55,admin.,single,tertiary,no,1578,no,no,telephone,5,feb,157,8,-1,0,,0
61,management,married,tertiary,no,2748,no,yes,cellular,17,jul,260,5,-1,0,,0
34,admin.,single,secondary,no,2227,yes,no,cellular,17,feb,237,3,-1,0,,0
58,management,divorced,tertiary,no,1756,no,no,cellular,8,may,338,4,358,5,other,0
53,services,married,secondary,no,2464,no,no,cellular,22,aug,350,8,-1,0,,0
39,technician,single,secondary,no,2682,no,no,cellular,12,may,284,3,460,2,failure,0
59,housemaid,married,,no,3737,yes,no,cellular,16,apr,391,4,266,3,other,1
47,technician,married,secondary,no,1105,yes,no,,2,jun,428,3,-1,0,,0
44,self-employed,married,primary,no,1561,no,no,cellular,21,aug,379,5,-1,0,,0
39,management,single,tertiary,no,1688,no,no,cellular,28,jan,504,3,-1,0,,0
65,technician,married,tertiary,no,1400,no,no,cellular,21,aug,382,7,-1,0,,0
47,management,single,tertiary,no,1426,yes,yes,,26,may,444,6,-1,0,,0
56,services,married,primary,no,2117,no,no,cellular,29,jan,590,3,-1,0,,0
48,self-employed,married,secondary,no,1400,no,no,,19,jun,201,3,-1,0,,0
43,blue-collar,married,secondary,no,1896,yes,no,cellular,18,nov,275,5,-1,0,,0
52,services,married,primary,no,3786,yes,no,cellular,7,may,368,4,-1,0,,0
42,services,married,secondary,no,1298,yes,no,cellular,18,jul,325,3,-1,0,,0
38,services,divorced,secondary,no,1421,no,no,cellular,17,jul,189,3,-1,0,,0
50,blue-collar,married,primary,no,2688,yes,no,,14,may,435,3,-1,0,,0
59,management,married,,no,7882,yes,no,,19,may,322,4,-1,0,,0
63,technician,married,secondary,no,2141,yes,no,,15,may,1113,4,-1,0,,0
40,entrepreneur,married,tertiary,no,1400,yes,no,cellular,7,may,528,4,349,2,failure,0
39,management,single,tertiary,no,2006,yes,no,,9,may,251,4,-1,0,,0
60,admin.,married,secondary,no,1400,no,no,,18,jun,301,3,-1,0,,0
42,admin.,married,secondary,no,4585,yes,no,cellular,20,nov,233,3,191,1,failure,0
52,blue-collar,married,secondary,no,1649,yes,yes,,5,jun,313,5,-1,0,,0
60,services,married,secondary,no,1917,yes,no,,17,jun,320,3,-1,0,,0
62,technician,married,secondary,no,3502,yes,no,cellular,5,apr,687,3,626,2,failure,1
46,management,married,tertiary,no,1476,yes,no,cellular,20,apr,307,4,287,3,failure,0
65,housemaid,divorced,primary,no,5219,no,no,telephone,30,jul,1141,4,-1,0,,0
41,admin.,single,secondary,no,1029,yes,yes,cellular,18,may,361,4,350,4,other,0
54,,married,,no,2013,no,no,,6,jun,191,3,-1,0,,0
58,technician,married,secondary,no,1047,yes,yes,cellular,18,nov,302,3,175,2,failure,0
32,technician,single,secondary,no,2126,no,no,cellular,8,sep,585,4,-1,0,,1
38,blue-collar,married,secondary,no,2571,yes,no,cellular,17,apr,185,9,324,2,failure,0
46,management,married,,no,2333,no,no,,20,jun,235,4,-1,0,,0
64,admin.,married,secondary,no,1753,yes,no,,5,may,246,4,-1,0,,0
40,management,divorced,tertiary,no,2274,no,no,cellular,21,nov,506,5,101,6,success,0
46,housemaid,married,secondary,no,1122,yes,no,cellular,28,jul,283,4,-1,0,,0
45,unemployed,married,tertiary,no,1994,yes,no,cellular,4,feb,202,3,-1,0,,0
59,self-employed,divorced,secondary,no,2691,yes,no,,3,jun,191,4,-1,0,,0
31,blue-collar,single,primary,no,1545,yes,no,,4,jun,1659,3,-1,0,,0
68,retired,married,primary,no,3120,no,no,telephone,6,aug,255,7,-1,0,,0
60,blue-collar,divorced,primary,no,1400,yes,yes,,20,may,187,3,-1,0,,0
46,technician,married,tertiary,no,1133,no,no,cellular,11,aug,360,3,-1,0,,0
66,retired,married,primary,no,1990,yes,no,,30,may,254,4,-1,0,,0
40,blue-collar,married,secondary,no,1400,yes,yes,,28,may,359,5,-1,0,,0
64,management,married,tertiary,no,1812,no,no,telephone,20,nov,319,8,-1,0,,0
50,services,married,secondary,no,1154,yes,no,,7,may,289,3,-1,0,,0
58,management,married,tertiary,no,1783,no,yes,cellular,11,jul,642,4,-1,0,,0
47,technician,single,,no,46648,yes,no,,6,may,1763,3,-1,0,,1
51,unemployed,married,secondary,no,2348,yes,no,cellular,20,apr,339,8,-1,0,,0
65,entrepreneur,married,tertiary,no,2514,no,no,,6,jun,279,4,-1,0,,0
62,blue-collar,married,secondary,no,2134,no,yes,,12,jun,264,3,-1,0,,0
48,blue-collar,married,primary,no,1469,yes,no,cellular,17,nov,515,3,-1,0,,0
65,technician,married,tertiary,no,2503,no,no,cellular,4,may,539,4,-1,0,,0
42,entrepreneur,single,tertiary,yes,3109,no,yes,cellular,18,nov,428,3,-1,0,,0
35,self-employed,single,tertiary,no,5974,no,no,cellular,12,aug,327,4,-1,0,,0
48,technician,married,secondary,no,1400,no,no,cellular,15,apr,571,4,-1,0,,0
81,retired,married,tertiary,no,1859,no,no,cellular,17,feb,421,3,-1,0,,1
49,entrepreneur,married,tertiary,no,1571,yes,no,,12,may,283,6,-1,0,,0
33,student,single,secondary,no,2115,no,no,cellular,26,may,357,3,-1,0,,0
60,services,married,secondary,no,1222,yes,yes,cellular,11,may,264,4,347,1,failure,0
41,admin.,married,tertiary,no,6384,yes,no,cellular,4,may,321,4,-1,0,,0
41,services,married,secondary,no,2140,no,yes,,30,jun,406,5,-1,0,,0
50,services,single,tertiary,no,1494,yes,no,cellular,10,feb,291,3,183,6,success,0
51,management,single,secondary,no,1509,yes,no,,27,may,204,5,-1,0,,0
58,admin.,married,secondary,no,1631,yes,no,cellular,21,nov,537,4,-1,0,,0
55,technician,married,tertiary,no,5968,no,no,,9,jun,240,3,-1,0,,0
55,management,divorced,tertiary,no,922,yes,no,,3,jun,167,8,-1,0,,0
71,retired,married,tertiary,no,1662,no,no,cellular,8,jul,475,3,-1,0,,0
38,blue-collar,married,secondary,no,1721,yes,no,cellular,20,nov,878,4,-1,0,,0
34,admin.,single,secondary,no,1674,no,no,cellular,1,apr,491,5,-1,0,,1
44,management,married,tertiary,no,1285,yes,no,cellular,16,apr,437,6,182,2,other,1
48,services,married,secondary,no,2758,no,no,,19,jun,236,3,-1,0,,0
46,blue-collar,married,secondary,no,2022,yes,no,,21,may,751,4,-1,0,,1
47,admin.,single,secondary,no,1513,yes,no,,6,may,482,3,-1,0,,0
53,admin.,married,secondary,no,1472,yes,yes,cellular,15,may,402,4,352,2,failure,0
46,admin.,single,secondary,no,2283,yes,no,cellular,12,may,235,3,327,9,other,0
47,blue-collar,married,primary,no,4115,yes,no,,2,jun,341,5,-1,0,,0
33,services,single,secondary,no,2028,no,no,cellular,8,jul,406,3,-1,0,,0
38,blue-collar,single,secondary,no,1404,no,no,cellular,15,apr,832,3,-1,0,,0
38,admin.,single,secondary,no,2873,yes,no,cellular,20,apr,541,3,-1,0,,0
39,management,single,tertiary,no,3880,no,no,cellular,4,may,247,6,-1,0,,0
66,admin.,divorced,secondary,no,3113,no,no,,15,may,684,4,-1,0,,0
35,admin.,single,secondary,no,1158,no,yes,cellular,29,jul,160,23,-1,0,,0
60,management,married,tertiary,no,2132,no,no,telephone,4,feb,188,3,-1,0,,0
36,services,single,secondary,no,1598,no,no,cellular,7,jul,299,3,-1,0,,0
54,management,divorced,,no,1402,yes,no,,6,may,327,3,-1,0,,0
39,admin.,married,secondary,no,1755,yes,no,,9,may,379,3,-1,0,,0
43,technician,single,tertiary,no,2155,no,no,cellular,14,aug,265,4,-1,0,,0
47,admin.,married,secondary,no,1166,no,yes,cellular,18,jul,215,3,-1,0,,0
40,services,single,secondary,no,1582,yes,no,cellular,6,may,285,3,-1,0,,0
61,self-employed,married,tertiary,no,1737,yes,yes,cellular,18,nov,220,4,-1,0,,0
34,management,single,tertiary,no,4578,no,no,cellular,2,jun,204,3,-1,0,,0
60,,married,primary,no,1647,no,no,cellular,29,jul,408,8,-1,0,,0
63,entrepreneur,married,tertiary,no,4859,yes,yes,cellular,20,nov,228,4,112,3,other,0
43,management,married,tertiary,no,1436,no,yes,cellular,16,jul,1796,7,-1,0,,1
38,management,married,tertiary,no,3282,yes,no,cellular,11,aug,389,7,-1,0,,0
36,blue-collar,single,secondary,no,1762,yes,no,,19,may,403,3,-1,0,,0
56,management,married,tertiary,no,168,yes,no,,6,jun,323,3,-1,0,,0
58,management,married,tertiary,no,2877,yes,no,cellular,18,nov,423,4,-1,0,,0
54,technician,married,secondary,no,1729,yes,no,cellular,20,apr,218,3,-1,0,,0
64,management,married,tertiary,no,3733,no,no,cellular,4,may,384,3,-1,0,,1
44,technician,married,tertiary,no,1741,no,no,cellular,13,aug,422,3,-1,0,,1
41,entrepreneur,married,primary,no,1482,yes,no,cellular,18,nov,203,4,-1,0,,0
37,,single,secondary,no,2688,no,no,cellular,3,feb,406,3,-1,0,,0
35,blue-collar,single,primary,no,1777,no,no,cellular,19,feb,785,4,-1,0,,1
40,technician,single,secondary,no,1439,no,no,cellular,26,aug,315,13,-1,0,,0
43,blue-collar,married,primary,no,1773,no,no,cellular,17,apr,475,4,-1,0,,0
60,housemaid,married,,no,3737,yes,no,cellular,24,nov,330,5,91,11,failure,0
45,technician,single,tertiary,no,2371,no,no,cellular,19,aug,260,8,-1,0,,0
51,blue-collar,married,primary,no,1425,yes,no,cellular,19,nov,210,3,-1,0,,0
55,retired,married,tertiary,no,2625,yes,yes,cellular,29,jan,331,5,227,2,failure,0
42,blue-collar,married,secondary,no,1984,yes,no,cellular,18,jul,294,4,-1,0,,0
52,technician,divorced,secondary,no,2662,yes,no,,26,may,928,13,-1,0,,1
54,management,married,tertiary,no,1860,no,no,cellular,28,jan,196,3,-1,0,,0
42,management,married,tertiary,no,3182,yes,no,cellular,20,apr,157,8,25,7,other,0
54,blue-collar,married,secondary,no,1400,yes,no,,5,jun,223,4,-1,0,,0
42,blue-collar,married,secondary,no,1400,yes,no,,12,may,251,4,-1,0,,0
56,admin.,married,secondary,no,1787,no,yes,telephone,20,nov,901,5,-1,0,,0
52,blue-collar,married,primary,no,2111,no,no,,17,jun,431,3,-1,0,,0
62,self-employed,married,secondary,no,2145,no,yes,cellular,25,aug,250,8,-1,0,,0
50,management,married,tertiary,no,1300,yes,no,cellular,15,jul,227,7,-1,0,,0
60,technician,married,secondary,no,1483,no,no,telephone,22,jul,275,5,-1,0,,0
40,management,divorced,tertiary,no,2283,yes,no,cellular,10,dec,938,3,185,5,other,1
51,management,married,tertiary,no,6923,no,no,,11,jun,218,3,-1,0,,0
35,student,single,secondary,no,3645,no,no,cellular,18,jan,303,3,-1,0,,0
