age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
45,self-employed,married,secondary,no,1131,no,yes,cellular,23,jul,543,3,-1,0,,0
51,admin.,married,secondary,no,2147,yes,yes,cellular,9,jul,285,3,-1,0,,0
40,technician,single,secondary,no,2527,yes,no,cellular,20,apr,338,5,-1,0,,0
45,services,single,secondary,no,806,yes,no,,8,may,257,4,-1,0,,0
60,technician,married,secondary,no,1529,no,no,cellular,12,aug,327,5,-1,0,,0
36,admin.,single,secondary,no,1177,yes,no,cellular,18,may,121,8,368,1,other,0
56,technician,married,secondary,no,466,no,no,cellular,20,aug,180,4,-1,0,,0
37,technician,single,tertiary,no,1664,no,no,cellular,11,aug,177,6,-1,0,,0
66,self-employed,married,secondary,no,1596,no,no,cellular,4,aug,533,4,-1,0,,0
42,management,divorced,tertiary,yes,1049,yes,yes,,23,may,373,3,-1,0,,0
36,blue-collar,married,primary,no,1054,yes,no,,2,jun,139,3,-1,0,,0
52,blue-collar,married,primary,no,1692,no,no,,12,jun,215,6,-1,0,,0
36,management,single,tertiary,no,1770,no,no,cellular,15,jan,1370,6,210,4,other,1
59,management,married,primary,no,5136,no,no,,20,jun,119,5,-1,0,,0
33,services,married,secondary,no,1051,no,no,cellular,29,jan,633,5,-1,0,,0
56,self-employed,married,primary,no,3686,yes,no,,16,jun,454,4,-1,0,,0
45,technician,married,primary,no,3168,yes,no,cellular,17,apr,371,4,-1,0,,0
54,admin.,married,secondary,no,1052,no,no,cellular,8,aug,257,8,-1,0,,0
38,technician,single,tertiary,no,3254,yes,no,cellular,21,nov,116,6,-1,0,,0
50,unemployed,married,secondary,no,1354,yes,no,,12,may,234,4,-1,0,,0
37,technician,married,secondary,no,1050,no,no,cellular,14,jul,452,6,-1,0,,0
60,blue-collar,married,secondary,no,1556,yes,no,cellular,18,nov,277,4,104,2,failure,0
48,admin.,single,tertiary,no,4515,yes,no,,23,may,478,11,-1,0,,0
39,admin.,single,secondary,no,2298,no,no,cellular,8,jul,464,3,-1,0,,0
56,technician,married,secondary,no,1070,yes,no,cellular,9,jul,200,3,-1,0,,0
48,admin.,single,secondary,no,2072,yes,no,,5,may,251,4,-1,0,,0
71,retired,married,tertiary,no,2998,no,no,cellular,2,feb,207,4,-1,0,,0
41,entrepreneur,married,tertiary,no,1562,yes,no,,30,may,764,3,-1,0,,0
44,technician,married,secondary,no,2969,no,no,cellular,4,aug,951,3,-1,0,,1
47,blue-collar,married,primary,no,1542,yes,yes,,16,jun,262,31,-1,0,,0
54,technician,single,secondary,no,1590,yes,no,cellular,17,apr,211,3,-1,0,,0
65,blue-collar,married,secondary,no,1836,no,yes,cellular,22,jul,149,6,-1,0,,0
42,technician,single,secondary,no,1684,yes,no,cellular,6,may,386,4,250,2,failure,0
35,technician,married,secondary,no,2747,yes,no,cellular,12,may,192,6,-1,0,,0
48,blue-collar,married,,no,1182,yes,no,,6,may,343,3,-1,0,,0
61,admin.,married,secondary,no,570,no,no,cellular,16,jul,643,4,-1,0,,0
52,management,single,tertiary,no,4037,yes,no,cellular,16,jul,423,3,-1,0,,0
39,unemployed,single,tertiary,no,5924,no,no,telephone,22,feb,468,4,-1,0,,0
51,housemaid,divorced,tertiary,no,3148,no,no,,20,jun,186,5,-1,0,,0
55,management,married,secondary,no,1417,yes,no,,29,may,190,8,-1,0,,0
59,blue-collar,married,secondary,no,1258,no,no,,20,jun,438,17,-1,0,,0
32,student,single,secondary,no,3834,yes,no,,27,may,369,3,-1,0,,0
60,blue-collar,married,primary,no,1996,no,no,cellular,27,aug,221,11,-1,0,,0
48,management,married,tertiary,no,379,no,no,cellular,28,aug,185,4,-1,0,,0
53,services,married,,yes,1050,no,no,cellular,28,aug,126,24,-1,0,,0
29,student,married,tertiary,yes,820,yes,no,cellular,18,may,364,4,-1,0,,0
34,technician,single,tertiary,no,5303,yes,no,cellular,4,feb,441,8,-1,0,,0
55,blue-collar,married,primary,no,5190,no,no,cellular,7,jul,310,6,-1,0,,0
33,management,married,tertiary,no,2968,no,no,cellular,9,feb,166,3,-1,0,,0
58,management,married,tertiary,no,2208,no,no,cellular,27,aug,162,6,-1,0,,0
32,blue-collar,single,secondary,no,6879,no,no,cellular,23,jul,146,4,-1,0,,0
63,admin.,divorced,secondary,no,2928,yes,no,cellular,17,nov,324,3,-1,0,,0
47,blue-collar,married,secondary,no,2404,yes,no,cellular,4,may,211,4,-1,0,,0
37,blue-collar,single,secondary,no,1053,yes,no,,5,may,305,4,-1,0,,0
33,management,single,tertiary,no,7841,no,no,cellular,5,aug,284,4,69,26,other,1
40,management,married,tertiary,no,1630,yes,no,cellular,10,jul,485,3,-1,0,,0
65,services,married,secondary,no,1254,no,no,cellular,23,jul,391,4,-1,0,,0
54,blue-collar,married,primary,no,1197,no,no,cellular,19,aug,263,10,-1,0,,0
52,management,married,tertiary,no,1376,no,no,cellular,26,aug,287,9,-1,0,,0
61,housemaid,divorced,primary,no,1050,no,no,,20,jun,503,4,-1,0,,0
37,entrepreneur,married,tertiary,no,1050,yes,no,,23,may,380,4,-1,0,,0
35,services,single,secondary,no,1134,no,yes,,3,jul,692,5,-1,0,,1
48,services,married,primary,no,1174,yes,no,cellular,2,feb,269,4,262,2,failure,0
53,unemployed,married,primary,no,4773,no,no,cellular,21,nov,213,3,-1,0,,0
44,blue-collar,single,primary,no,1070,yes,no,,7,may,186,4,-1,0,,0
35,admin.,divorced,secondary,yes,561,yes,no,,4,jun,354,4,-1,0,,0
41,management,married,tertiary,yes,1082,yes,no,cellular,21,nov,285,3,-1,0,,0
60,blue-collar,married,secondary,no,2338,yes,no,,14,may,275,3,-1,0,,0
33,admin.,married,secondary,no,5194,yes,no,,4,jun,237,3,-1,0,,0
60,admin.,married,,no,5015,yes,no,,15,may,243,4,-1,0,,0
34,blue-collar,married,primary,no,6592,yes,no,cellular,16,apr,509,3,-1,0,,0
41,entrepreneur,married,secondary,no,1074,yes,no,cellular,17,nov,233,3,181,1,failure,0
56,entrepreneur,married,secondary,no,1606,yes,no,,16,may,235,4,-1,0,,0
65,retired,divorced,primary,no,1070,no,no,cellular,10,jul,403,3,-1,0,,0
55,management,married,secondary,no,1417,yes,no,,29,may,190,8,-1,0,,0
65,admin.,married,secondary,no,1195,yes,no,telephone,12,may,661,4,287,13,success,1
47,services,married,secondary,no,350,no,yes,,12,jun,414,3,-1,0,,0
39,technician,married,tertiary,no,792,no,no,cellular,8,jul,467,3,-1,0,,0
56,blue-collar,married,secondary,no,3691,yes,no,,30,may,202,5,-1,0,,0
40,technician,married,secondary,no,1051,yes,no,cellular,19,nov,213,3,-1,0,,0
55,technician,married,secondary,no,5822,no,no,cellular,18,aug,262,5,-1,0,,0
43,management,married,tertiary,yes,1028,no,no,cellular,29,jan,233,3,-1,0,,0
57,admin.,married,secondary,no,1934,no,no,,19,jun,155,3,-1,0,,0
38,technician,single,tertiary,no,1119,no,no,cellular,7,may,200,3,357,3,other,0
37,unemployed,married,secondary,no,225,yes,no,,7,may,284,4,-1,0,,0
39,blue-collar,divorced,secondary,no,4596,yes,no,,23,may,882,4,-1,0,,1
51,blue-collar,married,tertiary,no,1073,yes,yes,cellular,13,may,339,5,-1,0,,0
34,management,single,tertiary,no,1728,no,yes,cellular,4,may,220,5,-1,0,,0
40,technician,single,secondary,no,574,yes,no,,27,may,197,6,-1,0,,0
37,services,single,secondary,no,1231,no,no,cellular,30,apr,430,3,-1,0,,1
41,technician,married,secondary,no,1164,yes,yes,cellular,9,sep,210,5,97,4,failure,0
56,self-employed,married,secondary,no,3187,no,no,cellular,3,jul,169,3,-1,0,,0
62,services,married,secondary,no,5769,yes,yes,cellular,7,aug,187,6,-1,0,,0
39,services,single,secondary,no,1500,yes,no,cellular,15,may,253,4,365,2,other,0
35,technician,single,secondary,no,1412,no,no,cellular,9,feb,931,9,-1,0,,0
49,management,married,tertiary,no,1186,no,no,cellular,6,aug,225,4,-1,0,,0
54,management,single,tertiary,no,1241,yes,no,cellular,17,apr,327,3,326,1,failure,0
53,services,married,secondary,no,2599,yes,no,,14,may,200,8,-1,0,,0
48,admin.,married,secondary,yes,-250,no,no,,14,may,194,3,-1,0,,0
45,management,married,tertiary,no,1889,no,yes,cellular,11,oct,470,4,774,11,failure,0
76,retired,married,,no,1697,no,no,telephone,10,mar,257,3,348,1,failure,0
54,unemployed,single,,no,12348,yes,no,cellular,9,feb,202,4,-1,0,,0
63,admin.,single,secondary,no,4601,yes,no,cellular,12,may,563,3,-1,0,,1
54,blue-collar,divorced,primary,no,1069,no,yes,,4,jul,432,3,-1,0,,0
46,admin.,married,secondary,no,4284,no,no,,6,jun,187,3,-1,0,,0
39,technician,single,secondary,no,1697,yes,yes,cellular,4,feb,229,3,273,1,other,0
41,entrepreneur,married,tertiary,no,2909,yes,no,cellular,14,jul,332,4,-1,0,,0
51,blue-collar,divorced,primary,no,1152,yes,no,cellular,11,may,387,3,-1,0,,0
52,management,single,tertiary,no,3094,no,no,telephone,4,feb,130,3,-1,0,,0
45,services,single,tertiary,no,2272,yes,no,cellular,2,feb,356,3,242,2,failure,0
61,management,divorced,tertiary,no,1050,no,no,cellular,22,oct,465,7,-1,0,,1
47,management,divorced,tertiary,no,4476,no,no,cellular,4,jun,207,4,297,3,failure,1
39,technician,single,secondary,no,806,yes,no,,2,jun,168,4,-1,0,,0
57,admin.,married,secondary,no,1163,yes,no,cellular,17,nov,189,3,-1,0,,0
44,blue-collar,married,secondary,no,1411,yes,no,,11,jun,706,3,-1,0,,0
70,retired,married,tertiary,no,2694,no,no,telephone,5,mar,446,6,179,4,success,1
34,blue-collar,single,secondary,no,1809,yes,no,,9,may,815,3,-1,0,,1
63,housemaid,married,primary,no,1108,no,no,,11,jun,615,3,-1,0,,0
39,blue-collar,married,secondary,no,1202,yes,no,,13,may,456,4,-1,0,,0
46,management,married,tertiary,no,1050,no,no,cellular,6,aug,236,4,98,6,success,1
34,technician,married,secondary,no,2230,yes,no,,29,may,742,5,-1,0,,0
41,technician,married,tertiary,no,1466,no,no,cellular,11,aug,696,6,-1,0,,0
45,blue-collar,married,secondary,no,1854,yes,no,,21,may,271,3,-1,0,,0
37,management,single,tertiary,no,1444,no,yes,,2,jul,765,5,-1,0,,0
45,technician,single,tertiary,no,1189,no,no,telephone,19,aug,433,3,79,1,failure,0
38,management,married,tertiary,no,2381,no,no,cellular,12,nov,231,3,92,5,failure,1
58,blue-collar,married,secondary,no,1630,no,no,cellular,21,nov,1070,4,-1,0,,1
58,technician,married,secondary,no,2865,no,no,cellular,6,aug,236,5,-1,0,,0
34,management,single,tertiary,no,1051,yes,no,cellular,16,jul,346,4,-1,0,,0
57,services,married,secondary,no,1326,no,no,cellular,14,aug,185,4,-1,0,,0
51,blue-collar,married,secondary,no,1290,no,no,cellular,18,aug,286,9,-1,0,,0
37,management,married,,no,5173,no,no,cellular,21,nov,689,4,-1,0,,0
36,technician,single,secondary,no,5837,yes,no,,4,jun,204,4,-1,0,,0
37,services,married,secondary,no,887,yes,no,cellular,21,jul,305,4,-1,0,,0
41,blue-collar,married,primary,no,1740,yes,no,,26,may,985,5,-1,0,,0
36,admin.,single,secondary,no,1335,yes,no,cellular,30,jul,173,13,-1,0,,0
37,student,single,tertiary,no,1114,no,no,cellular,17,mar,286,4,183,3,failure,0
62,retired,married,,no,5441,yes,no,,16,may,396,3,-1,0,,0
46,technician,married,secondary,no,1106,no,no,cellular,29,aug,182,4,-1,0,,0
51,management,married,tertiary,no,1050,no,no,cellular,22,aug,217,5,-1,0,,0
32,student,single,secondary,no,1169,no,no,cellular,3,feb,352,5,-1,0,,0
59,services,married,secondary,no,1189,yes,no,cellular,19,aug,133,19,-1,0,,0
34,management,divorced,tertiary,no,1279,yes,no,cellular,9,apr,1147,4,315,2,other,1
66,housemaid,married,secondary,no,1055,no,no,cellular,14,aug,538,7,-1,0,,0
38,unemployed,married,secondary,no,1060,yes,no,,6,may,606,6,-1,0,,0
58,technician,married,secondary,no,1168,no,no,cellular,28,aug,121,22,-1,0,,0
45,services,single,secondary,no,2213,yes,no,cellular,7,may,537,5,363,2,other,0
39,services,married,secondary,no,1305,yes,yes,cellular,21,nov,693,4,184,2,failure,0
43,housemaid,married,primary,no,1705,yes,no,cellular,22,aug,265,3,-1,0,,0
40,technician,single,secondary,no,1563,yes,no,cellular,5,may,270,5,169,5,other,0
46,blue-collar,married,primary,no,3183,yes,yes,cellular,6,apr,482,5,325,1,failure,0
53,technician,single,secondary,no,1786,no,no,cellular,29,jul,317,4,-1,0,,0
47,services,married,,no,2588,no,no,cellular,29,jul,815,4,-1,0,,1
57,technician,married,,no,1475,yes,no,,19,may,229,5,-1,0,,0
63,admin.,single,secondary,no,6818,yes,no,,19,jun,617,3,-1,0,,1
73,technician,married,secondary,no,1050,no,no,cellular,13,aug,1257,4,188,1,success,0
63,retired,married,primary,no,8019,no,no,cellular,19,nov,257,4,-1,0,,0
37,technician,single,tertiary,no,1474,no,no,cellular,21,aug,198,4,-1,0,,0
37,technician,single,tertiary,no,1100,no,no,cellular,21,aug,899,3,-1,0,,0
45,admin.,married,tertiary,no,1514,yes,no,cellular,7,may,205,3,-1,0,,0
51,blue-collar,married,secondary,no,1826,yes,no,cellular,6,feb,337,6,253,1,failure,0
43,admin.,married,secondary,no,943,yes,no,,28,may,263,4,-1,0,,0
65,retired,divorced,secondary,no,1051,no,no,cellular,19,aug,440,3,-1,0,,1
76,technician,married,secondary,no,4070,no,no,telephone,2,nov,463,4,186,1,failure,0
59,housemaid,married,tertiary,no,3403,yes,no,cellular,23,jul,576,4,-1,0,,0
53,blue-collar,divorced,primary,no,1606,yes,no,,14,may,332,6,-1,0,,0
34,entrepreneur,single,tertiary,no,1333,yes,no,cellular,8,jul,127,5,-1,0,,0
62,technician,married,tertiary,no,2526,no,no,telephone,31,jul,145,5,-1,0,,0
48,admin.,divorced,secondary,no,1864,yes,no,cellular,2,feb,431,7,-1,0,,0
63,technician,married,tertiary,no,1674,no,no,cellular,6,aug,329,6,-1,0,,0
62,entrepreneur,divorced,tertiary,no,1436,no,no,cellular,21,nov,170,6,-1,0,,0
55,blue-collar,married,primary,no,1334,yes,no,,19,may,186,3,-1,0,,0
36,management,single,tertiary,no,1217,no,no,cellular,30,jan,425,4,-1,0,,0
53,admin.,married,tertiary,no,2127,no,no,telephone,29,aug,148,4,-1,0,,0
38,technician,divorced,tertiary,no,4305,no,no,cellular,29,jun,272,4,-1,0,,1
50,blue-collar,married,,no,2199,yes,no,cellular,21,nov,172,7,-1,0,,0
37,technician,single,secondary,no,1085,no,yes,cellular,16,jul,334,3,-1,0,,0
69,blue-collar,married,primary,no,1165,no,no,telephone,27,apr,430,3,180,7,failure,1
31,student,single,secondary,no,1058,no,no,cellular,22,apr,212,4,-1,0,,1
38,admin.,single,secondary,no,1095,yes,yes,cellular,14,may,1013,5,344,7,other,0
63,retired,divorced,tertiary,no,1050,yes,no,cellular,5,may,285,3,-1,0,,0
46,services,married,,no,1138,yes,no,,9,jun,183,4,-1,0,,0
38,technician,single,tertiary,no,1770,no,no,cellular,12,aug,339,6,-1,0,,0
38,housemaid,married,tertiary,no,1407,yes,no,cellular,18,nov,280,4,-1,0,,0
71,retired,married,secondary,no,1052,no,no,cellular,14,apr,555,3,-1,0,,1
55,admin.,divorced,primary,no,1162,yes,no,cellular,13,may,184,3,-1,0,,0
65,blue-collar,married,primary,no,1749,no,no,cellular,27,aug,193,8,-1,0,,0
38,management,married,tertiary,no,1713,no,yes,cellular,22,jul,167,5,-1,0,,0
64,technician,married,secondary,no,1836,yes,no,,7,may,270,5,-1,0,,0
64,management,divorced,secondary,no,11230,no,no,cellular,3,mar,285,4,-1,0,,1
35,management,single,tertiary,no,1315,no,no,cellular,22,may,596,3,-1,0,,1
31,retired,single,secondary,no,1416,no,yes,cellular,15,may,207,4,364,2,failure,0
37,management,married,tertiary,no,3246,yes,no,cellular,26,may,404,4,-1,0,,0
59,management,divorced,tertiary,no,1245,yes,no,,29,may,322,3,-1,0,,0
29,student,single,secondary,no,1093,no,no,,27,aug,109,3,-1,0,,0
66,technician,divorced,secondary,no,12665,yes,no,,3,jun,175,12,-1,0,,0
24,student,single,primary,no,1658,no,no,cellular,13,nov,315,3,93,1,success,1
39,blue-collar,married,secondary,no,1103,no,no,cellular,20,nov,218,3,-1,0,,0
49,blue-collar,single,tertiary,no,2394,yes,no,cellular,14,jul,179,4,-1,0,,0
25,student,single,secondary,no,1146,no,no,cellular,23,apr,211,5,-1,0,,0
32,services,single,secondary,no,1562,yes,yes,,5,jun,180,5,-1,0,,0
58,services,married,tertiary,no,3851,yes,yes,,17,jun,416,4,-1,0,,0
33,blue-collar,married,secondary,no,918,yes,no,,4,jun,321,3,-1,0,,0
41,technician,single,secondary,no,961,yes,no,cellular,15,may,180,3,368,1,failure,0
62,blue-collar,married,secondary,no,1709,yes,no,cellular,2,feb,253,3,188,3,failure,0
50,blue-collar,married,secondary,no,1627,yes,no,,28,may,304,5,-1,0,,0
60,unemployed,married,secondary,no,1427,no,no,cellular,8,apr,1239,3,-1,0,,1
40,technician,divorced,secondary,no,1139,yes,no,,27,jun,206,7,-1,0,,0
46,services,married,secondary,no,1050,yes,no,cellular,5,may,289,3,334,2,failure,0
38,blue-collar,married,secondary,no,1541,yes,no,cellular,18,nov,236,5,194,2,failure,0
39,management,married,tertiary,no,1050,yes,no,cellular,19,nov,400,3,170,1,failure,0
56,blue-collar,married,primary,no,1050,no,no,,9,jun,304,6,-1,0,,0
54,admin.,single,secondary,no,2594,yes,no,telephone,30,jun,368,3,450,2,failure,1
37,management,single,tertiary,no,1068,no,no,cellular,22,aug,437,5,-1,0,,0
51,services,divorced,secondary,no,1393,yes,no,cellular,5,may,406,4,-1,0,,0
37,management,single,tertiary,no,1050,yes,no,cellular,30,apr,202,4,87,2,other,0
43,admin.,married,secondary,no,2173,no,yes,,28,may,243,3,-1,0,,0
41,entrepreneur,single,tertiary,no,2466,yes,no,cellular,6,may,205,3,169,12,other,0
41,management,single,tertiary,no,2544,yes,no,cellular,6,may,416,3,169,2,success,0
40,admin.,single,secondary,no,1050,yes,no,,27,may,302,4,-1,0,,0
44,blue-collar,married,primary,no,513,yes,no,,2,jun,276,3,-1,0,,0
63,technician,married,primary,no,2326,yes,no,cellular,30,jan,149,3,200,4,failure,0
37,blue-collar,single,secondary,no,1092,no,no,cellular,9,feb,578,5,12,2,other,0
58,services,divorced,secondary,no,3505,no,no,telephone,21,nov,181,3,119,1,failure,0
49,management,married,tertiary,no,2801,yes,no,cellular,21,nov,251,6,-1,0,,0
38,technician,single,secondary,no,578,yes,yes,cellular,18,may,226,4,-1,0,,0
46,admin.,single,secondary,no,1100,no,no,cellular,15,may,942,3,-1,0,,1
31,blue-collar,divorced,secondary,no,1770,yes,no,,4,jun,261,3,-1,0,,0
44,entrepreneur,married,secondary,no,1918,no,no,cellular,20,nov,557,4,-1,0,,0
33,technician,single,tertiary,no,1199,no,yes,cellular,30,jan,388,3,-1,0,,0
35,blue-collar,married,primary,no,1050,yes,no,,13,may,158,3,-1,0,,0
60,technician,married,secondary,no,4373,yes,yes,cellular,8,apr,164,5,-1,0,,0
46,,married,,no,1085,no,no,,19,jun,145,3,-1,0,,0
41,blue-collar,married,secondary,no,1659,yes,no,telephone,10,jul,241,3,-1,0,,0
41,management,single,tertiary,no,1524,yes,yes,cellular,29,jan,477,3,-1,0,,0
37,admin.,single,secondary,yes,1054,yes,yes,cellular,8,jul,249,3,-1,0,,0
52,blue-collar,married,secondary,no,2337,no,no,cellular,23,jul,334,3,-1,0,,0
40,entrepreneur,married,secondary,no,1443,yes,no,cellular,18,jul,277,5,-1,0,,0
32,student,single,secondary,no,1141,yes,no,,14,may,279,4,-1,0,,0
50,admin.,single,secondary,no,5542,no,yes,cellular,31,jul,124,15,-1,0,,0
41,technician,married,secondary,no,1050,yes,no,telephone,19,nov,230,3,-1,0,,0
70,retired,married,secondary,no,1638,no,no,cellular,18,jan,471,3,91,2,failure,1
38,services,single,secondary,no,12337,yes,no,cellular,21,nov,197,9,-1,0,,0
41,technician,married,secondary,no,1762,yes,yes,cellular,13,may,360,4,264,5,failure,0
44,blue-collar,divorced,primary,no,1050,no,no,,12,jun,154,4,-1,0,,0
64,retired,married,primary,no,4451,yes,no,cellular,3,feb,189,5,265,2,failure,0
56,blue-collar,married,,no,1101,no,no,telephone,27,jan,304,5,-1,0,,0
48,blue-collar,married,secondary,no,-614,yes,no,,13,may,274,3,-1,0,,0
39,management,single,tertiary,no,1050,no,no,cellular,26,aug,165,4,-1,0,,0
45,blue-collar,married,primary,no,740,yes,yes,,28,may,131,7,-1,0,,0
59,technician,divorced,secondary,no,1497,yes,yes,cellular,11,jul,213,3,-1,0,,0
38,services,single,secondary,no,1385,yes,yes,,4,jul,204,3,-1,0,,0
51,blue-collar,married,,no,3106,no,yes,,11,jun,296,3,-1,0,,0
46,blue-collar,married,primary,no,4140,yes,no,cellular,13,apr,769,3,-1,0,,0
46,blue-collar,married,secondary,no,402,yes,no,cellular,21,nov,385,4,-1,0,,0
54,management,single,tertiary,no,6739,no,no,cellular,12,feb,367,3,-1,0,,1
34,technician,single,tertiary,no,2018,no,yes,cellular,22,jul,575,4,-1,0,,0
56,services,married,secondary,no,6619,no,no,cellular,7,aug,208,6,-1,0,,0
65,management,divorced,primary,no,14358,yes,no,,13,may,236,3,-1,0,,0
45,blue-collar,married,secondary,no,1099,yes,no,cellular,14,may,671,3,370,2,failure,0
37,technician,single,secondary,no,1055,no,no,cellular,22,aug,226,4,-1,0,,0
59,management,married,tertiary,no,1311,yes,no,telephone,14,may,259,4,336,2,failure,0
42,unemployed,married,tertiary,no,1204,no,no,cellular,26,aug,661,9,-1,0,,1
50,blue-collar,single,primary,no,1086,yes,no,cellular,15,may,656,3,371,2,failure,1
44,admin.,single,secondary,no,1150,yes,no,,7,may,891,3,-1,0,,1
45,self-employed,married,tertiary,no,1635,yes,no,cellular,18,nov,153,3,181,3,failure,0
37,technician,married,tertiary,no,1361,no,yes,cellular,8,aug,490,4,-1,0,,0
43,management,married,tertiary,no,1775,no,no,cellular,26,aug,267,15,-1,0,,0
56,technician,divorced,secondary,no,1050,no,no,cellular,29,sep,264,3,120,2,failure,1
37,services,single,secondary,no,1914,yes,no,cellular,6,may,205,3,-1,0,,0
38,blue-collar,married,primary,no,1039,yes,no,,27,may,881,3,-1,0,,0
68,technician,married,,no,5777,yes,no,telephone,28,jan,185,6,90,4,other,0
37,management,single,tertiary,no,1413,no,no,cellular,13,aug,199,4,-1,0,,0
38,management,married,tertiary,no,1054,no,no,cellular,22,aug,300,6,-1,0,,0
36,technician,single,tertiary,no,2235,yes,no,cellular,30,apr,389,3,339,1,failure,0
36,blue-collar,single,secondary,no,1495,yes,no,cellular,16,apr,323,3,330,2,failure,0
36,management,single,tertiary,no,2506,yes,no,cellular,20,nov,332,3,-1,0,,0
43,management,married,tertiary,no,4606,no,no,cellular,9,nov,373,3,-1,0,,1
42,admin.,single,tertiary,no,5004,yes,no,,21,may,537,3,-1,0,,0
50,management,married,secondary,no,385,no,no,cellular,30,jul,447,5,-1,0,,0
46,blue-collar,single,secondary,yes,1111,no,no,cellular,23,jul,173,4,-1,0,,0
39,admin.,married,secondary,no,2517,yes,no,,20,may,190,4,-1,0,,0
49,blue-collar,married,secondary,no,1217,yes,no,,7,may,348,3,-1,0,,0
47,services,married,secondary,no,909,yes,yes,,2,jun,348,5,-1,0,,0
65,housemaid,married,primary,no,1050,no,yes,telephone,28,jul,145,4,-1,0,,0
47,admin.,divorced,secondary,no,3447,yes,no,,30,may,383,4,-1,0,,0
34,management,single,tertiary,no,1497,yes,yes,,5,may,322,3,-1,0,,0
52,management,divorced,tertiary,no,5679,no,no,cellular,1,jun,172,3,41,1,failure,0
37,blue-collar,single,secondary,yes,475,yes,no,,2,jun,258,11,-1,0,,0
39,self-employed,married,tertiary,no,2595,yes,no,,21,may,462,4,-1,0,,0
37,blue-collar,married,secondary,no,1862,yes,no,cellular,23,sep,350,3,-1,0,,0
62,housemaid,married,primary,no,1050,no,no,cellular,26,aug,207,4,-1,0,,0
54,self-employed,married,secondary,no,2225,yes,yes,cellular,19,nov,167,3,-1,0,,0
43,blue-collar,married,primary,no,1077,no,no,,6,jun,185,3,-1,0,,0
60,housemaid,married,secondary,no,1786,yes,no,cellular,16,apr,373,3,331,1,failure,0
66,management,married,secondary,no,1408,no,no,,18,jun,179,4,-1,0,,0
47,housemaid,married,secondary,no,1131,yes,no,cellular,11,may,298,3,-1,0,,0
37,blue-collar,married,primary,no,1131,yes,no,,13,may,350,6,-1,0,,0
33,blue-collar,married,secondary,no,1247,no,no,telephone,23,jul,327,3,-1,0,,0
63,,married,primary,no,1950,no,no,cellular,8,aug,274,6,-1,0,,0
52,technician,married,secondary,no,1268,no,no,cellular,10,jul,146,3,-1,0,,0
58,management,married,tertiary,no,1243,no,no,cellular,4,aug,250,3,-1,0,,0
36,blue-collar,single,secondary,no,2123,yes,no,cellular,5,may,1235,6,-1,0,,0
63,housemaid,married,secondary,no,1321,no,no,cellular,31,jul,186,6,-1,0,,0
41,blue-collar,married,secondary,no,1926,yes,no,cellular,20,apr,423,3,-1,0,,0
47,technician,married,secondary,no,1973,yes,no,cellular,7,jul,246,5,-1,0,,0
32,student,single,secondary,no,1422,yes,no,cellular,15,may,139,13,374,2,other,0
45,management,married,tertiary,no,1590,yes,yes,,23,may,1171,4,-1,0,,0
29,unemployed,single,secondary,no,20740,no,no,cellular,3,jul,578,3,-1,0,,0
37,management,single,secondary,no,1833,yes,no,,6,may,425,3,-1,0,,0
